comment_id,comment,full_comment,topic,domain,predicted_WA
arg_0_21,cozy wine bar <SEP> positive,The wine bar is cozy .,drink -> alcohol,Restaurants,0.37798142433166504
arg_0_23,decent wine selection <SEP> positive,Decent wine selection .   ,drink -> alcohol,Restaurants,0.6009760499000549
arg_0_26,delicious margaritas <SEP> positive,Margaritas are delicious as well ! ! !,drink -> alcohol,Restaurants,0.21662935614585876
arg_0_28,discounted wine list selections <SEP> positive,From 5 - 7 pm daily wine list selections discounted 33 % and appetizers 50 % .,drink -> alcohol,Restaurants,0.5594947934150696
arg_0_29,diverse wine selection <SEP> positive,Wine selection was diverse and paired wonderfully with the meal .,drink -> alcohol,Restaurants,0.25350725650787354
arg_0_30,divey place <SEP> negative,This place is divey .,drink -> alcohol,Restaurants,0.4953644275665283
arg_0_32,enormous beer selection <SEP> positive,The beer selection was enormous and they had 20 draft handles .,drink -> alcohol,Restaurants,0.4859367907047272
arg_0_33,enough combo fajitas <SEP> positive,Combo fajitas were enough for my wife and I.  ,drink -> alcohol,Restaurants,0.40015318989753723
arg_0_34,excellent margaritas <SEP> positive,The Margaritas were excellent as well -- only $ 3 due to happy hour .,drink -> alcohol,Restaurants,0.5127580165863037
arg_0_36,extensive wine list <SEP> positive,Wine list was extensive .,drink -> alcohol,Restaurants,0.4883919358253479
arg_0_37,fancy soda machines <SEP> positive,They have those fancy soda machines .,drink -> alcohol,Restaurants,0.311810702085495
arg_0_38,fantastic martinis <SEP> positive,martinis are fantastic ....,drink -> alcohol,Restaurants,0.2855331003665924
arg_0_40,favorite blue grata martini <SEP> positive,The blue grata martini is my favorite .,drink -> alcohol,Restaurants,0.2960156202316284
arg_0_41,favorite ginger margarita <SEP> positive,My favorite is a ginger margarita .  ,drink -> alcohol,Restaurants,0.841941773891449
arg_0_42,favorite pinot noir <SEP> negative,They no longer offered my favorite Pinot Noir by the glass .,drink -> alcohol,Restaurants,0.3476942479610443
arg_0_43,fine xiao long bao <SEP> positive,Xiao Long Bao is fine .,drink -> alcohol,Restaurants,0.2683749496936798
arg_0_44,formidable craft beer menu <SEP> positive,A formidable craft beer menu does n't hurt the cause either !,drink -> alcohol,Restaurants,0.7097397446632385
arg_0_47,funnest alcoholic <SEP> positive,it 's definitely the funnest alcoholic thing on the menu !,drink -> alcohol,Restaurants,0.4857253432273865
arg_0_48,good beer <SEP> positive,Good Beer .,drink -> alcohol,Restaurants,0.6404995918273926
arg_0_49,good beer selection <SEP> positive,"Otherwise not bad , good beer selection",drink -> alcohol,Restaurants,0.7053638100624084
arg_0_50,good margaritas <SEP> positive,The margaritas are good both in size and taste .,drink -> alcohol,Restaurants,0.46935272216796875
arg_0_51,good selection of beers on tap <SEP> positive,Good selection of beers on tap .,drink -> alcohol,Restaurants,0.3424377143383026
arg_0_52,good selection of draft beers <SEP> positive,There was a good selection of draft beers and the menu had plenty of burger selections .,drink -> alcohol,Restaurants,0.28370630741119385
arg_0_53,good tater tots <SEP> positive,I had tater tots which were good but,drink -> alcohol,Restaurants,0.42348793148994446
arg_0_54,good vodka sauce <SEP> positive,I am a sucker for a good vodka sauce and theirs is amazing .,drink -> alcohol,Restaurants,0.2650713622570038
arg_0_55,good wine selection <SEP> positive,And the wine selection is good as well .   ,drink -> alcohol,Restaurants,0.6039361357688904
arg_0_56,great beer menu <SEP> positive,They have a great beer menu and do flights in case you do n't know which beer you want to try .  ,drink -> alcohol,Restaurants,0.635925829410553
arg_0_57,great beer selection <SEP> negative,My only disappointment is the fact that since I 'm pregnant I have n't been able to try their great beer selection yet ! ! !,drink -> alcohol,Restaurants,0.27036553621292114
arg_0_58,great beer specials <SEP> positive,Great beer specials : $ 2 Edmund Fitzgerald and Sierra Nevada & 3 $ long islands on Friday .,drink -> alcohol,Restaurants,0.36532947421073914
arg_0_59,great craft cocktails <SEP> positive,"The bartenders make great craft cocktails , Craft Beers on tap like Big Wave , Elysian Space Dust IPA , Franziskaner Hefeweizen etc and THE FOOD ?",drink -> alcohol,Restaurants,0.2248532623052597
arg_0_60,great deal beer combo <SEP> positive,Soju and Beer combo is a great deal ! ! !  ,drink -> alcohol,Restaurants,0.3244660496711731
arg_0_62,great margarita pizza <SEP> positive,I got the margarita pizza which was great except I could use more basil .,drink -> alcohol,Restaurants,0.4030276834964752
arg_0_63,great margaritas <SEP> positive,"Margaritas were great , too .",drink -> alcohol,Restaurants,0.5795671343803406
arg_0_64,great selection of beer <SEP> positive,Great selection of beer including michelladas .,drink -> alcohol,Restaurants,0.2428918182849884
arg_0_65,great wine list <SEP> positive,"Wine list is great , and their sommelier can give their best recommendation .  ",drink -> alcohol,Restaurants,0.5404238104820251
arg_0_66,great wine selection <SEP> positive,"No drinks this time , but the wine selection is great .  ",drink -> alcohol,Restaurants,0.34179285168647766
arg_0_68,horizontal tequila samplers <SEP> negative,I tried both the vertical and horizontal tequila samplers and neither were disappointing .,drink -> alcohol,Restaurants,0.36261242628097534
arg_0_69,ice cold beer <SEP> negative,Beer is ice cold .  ,drink -> alcohol,Restaurants,0.8457731604576111
arg_0_74,loved margarita <SEP> positive,I loved the Tamarind Margarita .,drink -> alcohol,Restaurants,0.860417902469635
arg_0_75,loved tater tots <SEP> positive,Loved the tater tots .,drink -> alcohol,Restaurants,0.3958713114261627
arg_0_76,loved wine selection suggestions <SEP> positive,"Loved her wine selection suggestions , as well as dinner entree recommendations !",drink -> alcohol,Restaurants,0.3779201805591583
arg_0_77,low beer <SEP> negative,Every time my beer was getting low,drink -> alcohol,Restaurants,0.6016748547554016
arg_0_78,most awesome wine bar <SEP> positive,Through the back door and up the stairs is the most awesome wine bar .,drink -> alcohol,Restaurants,0.34486889839172363
arg_0_80,nice local beer selection <SEP> positive,They had a nice local beer selection and provide chips and salsa which both tasted fresh .  ,drink -> alcohol,Restaurants,0.4182359278202057
arg_0_82,nice wine list <SEP> positive,Nice wine list .,drink -> alcohol,Restaurants,0.5900232791900635
arg_0_83,nice wine selection <SEP> positive,"Nice wine selection , we had a Cabernet from Franciscan .",drink -> alcohol,Restaurants,0.4050952196121216
arg_0_89,perfect martini <SEP> positive,And best of all my Martini was perfect .,drink -> alcohol,Restaurants,nan
arg_0_91,poor beer selection <SEP> negative,"The beer selection is poor , consisting of your typical bud light draft with a San tan beer or four peaks thrown in .",drink -> alcohol,Restaurants,0.43431031703948975
arg_0_92,potent margaritas <SEP> positive,"Margaritas are light but , potent .",drink -> alcohol,Restaurants,0.5757145881652832
arg_0_93,pretty cool- wine bar <SEP> positive,The wine bar in the back is also pretty cool- a little cramped but definitely worth checking out .,drink -> alcohol,Restaurants,0.5715351104736328
arg_0_96,pretty good wine list <SEP> positive,The other food and wine list are also pretty good .,drink -> alcohol,Restaurants,0.4504282474517822
arg_0_99,quaint little wine bar <SEP> positive,"If you do have to wait , there is a quaint little wine bar in the back ( also has liquor and some bottled beer ) .  ",drink -> alcohol,Restaurants,0.5484422445297241
arg_0_100,quaint wine bar <SEP> positive,While you 're waiting check out the quaint wine bar in the back .,drink -> alcohol,Restaurants,0.3741442859172821
arg_0_102,really good margarita <SEP> positive,Plus an excellent happy hour with a really good $ 3 margarita !,drink -> alcohol,Restaurants,0.5648941993713379
arg_0_103,really good yogurt soju cocktail <SEP> positive,We started with a yogurt soju cocktail and it tasted really good .,drink -> alcohol,Restaurants,0.7827509641647339
arg_0_104,really tasty michelada beer <SEP> positive,I had a really tasty Michelada beer as well .,drink -> alcohol,Restaurants,0.3995265066623688
arg_0_105,roadside mexican flare <SEP> positive,Roadside Mexican flare .,drink -> alcohol,Restaurants,0.39807718992233276
arg_0_107,short on fruit wines <SEP> positive,The wines were short on fruit and a poor choice as the modest end of the menu .  ,drink -> alcohol,Restaurants,0.214584618806839
arg_0_108,so cheesy tater tots <SEP> positive,The tater tots were so cheesy and full of flavor ; best tater tots EVER !,drink -> alcohol,Restaurants,0.5217421650886536
arg_0_112,strongest margaritas <SEP> positive,This restaurant has the strongest margaritas in town !,drink -> alcohol,Restaurants,0.6042372584342957
arg_0_113,super cold beer <SEP> negative,The beer was super cold ! !,drink -> alcohol,Restaurants,0.5385202765464783
arg_0_115,tasty margaritas <SEP> positive,Tasty margaritas .  ,drink -> alcohol,Restaurants,0.8365435600280762
arg_0_116,unique beer selections <SEP> positive,In addition to a great wine list they also had some unique beer selections .,drink -> alcohol,Restaurants,0.3733387589454651
arg_0_117,very energizing tequila bar <SEP> positive,Very energizing tequila bar with the best street tacos .,drink -> alcohol,Restaurants,0.559334397315979
arg_0_118,very good margaritas <SEP> positive,Margaritas were very good ( kinda pricey ) .  ,drink -> alcohol,Restaurants,0.3598940670490265
arg_0_119,very nice wine bar <SEP> positive,We ate in the wine bar behind the actual restaurant which was very nice and cozy .,drink -> alcohol,Restaurants,0.3161713778972626
arg_0_120,very refreshing mexican red beer ) beers <SEP> positive,Their michilada ( Mexican red beer ) beers are very refreshing !   ,drink -> alcohol,Restaurants,0.46342796087265015
arg_0_121,very strong wine list <SEP> positive,Wine list was very strong !,drink -> alcohol,Restaurants,0.551296591758728
arg_0_122,watered down margarita on <SEP> negative,margarita on the rocks was watered down and no lime .,drink -> alcohol,Restaurants,0.26116520166397095
arg_0_123,well made margaritas <SEP> positive,The margaritas were well made .  ,drink -> alcohol,Restaurants,0.33917853236198425
arg_0_125,wonderful wine selection <SEP> positive,They have a wonderful wine selection to go with your meal .,drink -> alcohol,Restaurants,0.6161943078041077
arg_0_126,wonderful wines <SEP> positive,"Attentive , but not overly - so and really helpful in recommending some wonderful wines to pair with our food ( and within our budget parameters we conveyed ) .",drink -> alcohol,Restaurants,0.3144623041152954
arg_0_127,yum root beer float <SEP> positive,"Black cow ( root beer float with chocolate sauce- yum ! ) and a loaded rail burger with a fried egg and house made chips , he had some kind of burger with bacon and three kinds of onions plus onion rings .",drink -> alcohol,Restaurants,0.3242481052875519
arg_0_128,yummy martini <SEP> positive,We both had martini 's which were yummy too .,drink -> alcohol,Restaurants,0.378367155790329
arg_0_0,18 holes course <SEP> negative,"The course itself is 18 holes , some a little more challenging making it more competitive .   ",drink -> alcohol,Arts & Entertainment,0.2329043447971344
arg_0_1,always a blast mini golf <SEP> positive,Mini golf is always a blast but having it glow in the dark makes it that much more fun .,drink -> alcohol,Arts & Entertainment,0.3720438480377197
arg_0_15,broken atm <SEP> negative,ATM was broken .,drink -> alcohol,Arts & Entertainment,0.2652948796749115
arg_0_16,cheap gourds <SEP> positive,Some of the larger gourds are cheap .,drink -> alcohol,Arts & Entertainment,0.5059713125228882
arg_0_18,cold beers <SEP> negative,Cold beers .,drink -> alcohol,Arts & Entertainment,0.6250461339950562
arg_0_20,cooler dollar beers <SEP> positive,Dollar beers were even cooler .,drink -> alcohol,Arts & Entertainment,0.2968834340572357
arg_0_22,crazy cocktails <SEP> positive,"Super fun , crazy day of cocktails , sunshine and music .",drink -> alcohol,Arts & Entertainment,0.3353021740913391
arg_0_24,delicious apple cider <SEP> positive,Cash Only and bring your own bags / basket & The Apple Cider is delicious ! ! ! !,drink -> alcohol,Arts & Entertainment,0.4190596044063568
arg_0_25,delicious apple ciders <SEP> positive,Those apple cider donuts and apple ciders were delicious !,drink -> alcohol,Arts & Entertainment,0.367368221282959
arg_0_27,die for apple cider donuts <SEP> positive,"The apple cider donuts are to die for , I literally get the newsletter in my email",drink -> alcohol,Arts & Entertainment,0.2716565430164337
arg_0_31,enjoyed wines <SEP> positive,"Also , we enjoyed so many of the wines !  ",drink -> alcohol,Arts & Entertainment,0.47507402300834656
arg_0_35,expensive beers <SEP> negative,"We played Bingo , got tanked on expensive beers .",drink -> alcohol,Arts & Entertainment,0.8405731916427612
arg_0_39,favorite beer <SEP> positive,"PBR is like $ 2 , which is a great deal on my favorite beer .",drink -> alcohol,Arts & Entertainment,0.5426216125488281
arg_0_45,free 18 hole cards <SEP> positive,We had 2 free 18 hole cards so it only cost me $ 9 .,drink -> alcohol,Arts & Entertainment,0.2483726143836975
arg_0_46,free golf game <SEP> positive,"So had a free golf game compliments of work , cause who needs a raise ?",drink -> alcohol,Arts & Entertainment,0.6757366061210632
arg_0_61,great juggling <SEP> positive,"The dancing , gymnastics , comedy , juggling are great .",drink -> alcohol,Arts & Entertainment,0.7659741044044495
arg_0_67,highest rated craft beer producers <SEP> positive,Try the Firestone Walker IPA : one of the highest rated craft beer producers in the country .,drink -> alcohol,Arts & Entertainment,0.7521480321884155
arg_0_70,killer summer <SEP> positive,The summer is a killer .,drink -> alcohol,Arts & Entertainment,0.3094365894794464
arg_0_71,little crazy nickel beer nights <SEP> negative,Nickel beer nights can get a little crazy,drink -> alcohol,Arts & Entertainment,0.6528720259666443
arg_0_72,loosest slots <SEP> negative,Loosest slots .,drink -> alcohol,Arts & Entertainment,0.341589093208313
arg_0_73,loved beer selections <SEP> positive,There were so many beer selections and I loved all the local midwest brews !  ,drink -> alcohol,Arts & Entertainment,0.5154420137405396
arg_0_79,never close to empty cocktails <SEP> negative,"Buckets of beer , water and cocktails were never close to empty .",drink -> alcohol,Arts & Entertainment,0.45604386925697327
arg_0_81,nice selection of beer <SEP> positive,They also had a nice selection of beer .,drink -> alcohol,Arts & Entertainment,0.8231726884841919
arg_0_84,numerous beer options <SEP> positive,there are numerous beer options and wine to choose from .,drink -> alcohol,Arts & Entertainment,0.35117149353027344
arg_0_85,out of this world delicious apple cider <SEP> positive,Their apple cider is out of this world delicious !,drink -> alcohol,Arts & Entertainment,0.5128582715988159
arg_0_86,outstanding silver work <SEP> positive,"Their collections of pottery , rugs and silver work are outstanding .",drink -> alcohol,Arts & Entertainment,0.2694256603717804
arg_0_87,overpriced beer <SEP> positive,The food and beer is overpriced but check out $ 2 beers before the first inning stand .,drink -> alcohol,Arts & Entertainment,0.4067744314670563
arg_0_88,overpriced cocktail <SEP> negative,"Beauty is loud , smoky , and a tab bit overpriced on the cocktail side of life .  ",drink -> alcohol,Arts & Entertainment,0.42794907093048096
arg_0_90,piss warm beers <SEP> negative,The beers are piss warm .  ,drink -> alcohol,Arts & Entertainment,0.669063150882721
arg_0_94,pretty expensive soda <SEP> negative,But again popcorn and soda is pretty expensive here .,drink -> alcohol,Arts & Entertainment,0.7775400876998901
arg_0_95,pretty good at mini golf <SEP> positive,Who knew that I was pretty good at mini golf ?,drink -> alcohol,Arts & Entertainment,0.27124807238578796
arg_0_97,pretty hot bouncers <SEP> negative,and one of the bouncers was pretty hot .  ,drink -> alcohol,Arts & Entertainment,0.24496422708034515
arg_0_98,pricey beer <SEP> positive,The beer is just as pricey as any of those other places unless you want a Miller Lite ( no thanks ) .,drink -> alcohol,Arts & Entertainment,0.45508238673210144
arg_0_101,quite fun laser tag <SEP> positive,We did play laser tag which was quite fun .  ,drink -> alcohol,Arts & Entertainment,0.5275803208351135
arg_0_106,rowdy beers <SEP> negative,"These are lifers , Bingo assassins with tricks and are oh so serious about everything that we about got kicked out for getting silly and rowdy with our beers .",drink -> alcohol,Arts & Entertainment,0.41191238164901733
arg_0_109,solid gilbert regal <SEP> positive,But the Gilbert Regal is solid .,drink -> alcohol,Arts & Entertainment,0.35800209641456604
arg_0_110,stellar firebird <SEP> positive,Stravinsky 's Firebird was stellar !  ,drink -> alcohol,Arts & Entertainment,0.5666552782058716
arg_0_111,strong cocktails <SEP> positive,The cocktails were strong too :) A++ !,drink -> alcohol,Arts & Entertainment,0.6689504384994507
arg_0_114,surprising range beer list <SEP> positive,"The beer list has surprising range and offers great selections such as Lagunitas IPA , Great White Hef , Odell 90 Shilling , and Dogfish Head IPA .       ",drink -> alcohol,Arts & Entertainment,0.5040661692619324
arg_0_124,wide selection of beers <SEP> positive,They have a wide selection of beers ( always a plus ) and also have live music quite often .,drink -> alcohol,Arts & Entertainment,0.261880487203598
arg_1_0,$ 30 bucks drinks <SEP> positive,"Drinks $ 30 bucks , but it was awesome ! !",drink -> quality,Arts & Entertainment,0.6235147714614868
arg_1_6,a bit steep movies <SEP> negative,"$ 14 after 6 pm movies is a bit steep , suggest at least a senior or student discount .",drink -> quality,Arts & Entertainment,0.4675862789154053
arg_1_7,a little spendy drinks <SEP> negative,"Drinks are a little spendy , but you get a nice souvenir cup with a picture of one of the sexy men .   ",drink -> quality,Arts & Entertainment,0.24185842275619507
arg_1_10,addicting kettle corn <SEP> negative,The kettle corn is addicting,drink -> quality,Arts & Entertainment,0.29682600498199463
arg_1_11,always changing drinks <SEP> negative,Prices of the drinks were always changing .,drink -> quality,Arts & Entertainment,0.6182141900062561
arg_1_14,always full <SEP> negative,It 's always full which I guess is a good sign for them !  ,drink -> quality,Arts & Entertainment,0.5002240538597107
arg_1_15,always great adrian <SEP> positive,Adrian that works there is always great !,drink -> quality,Arts & Entertainment,0.8091722726821899
arg_1_16,always hot drinks <SEP> positive,The plus is that my drinks are always hot .,drink -> quality,Arts & Entertainment,0.5607993602752686
arg_1_19,amazing coffee drinks <SEP> positive,They have amazing coffee drinks and pour over coffee .  ,drink -> quality,Arts & Entertainment,0.3719717264175415
arg_1_20,amazing coffee shop <SEP> positive,Amazing coffee shop !,drink -> quality,Arts & Entertainment,0.589392364025116
arg_1_21,amazing drink <SEP> positive,The drink turned out amazing anyway,drink -> quality,Arts & Entertainment,0.21314425766468048
arg_1_31,barely cold waters <SEP> negative,Ok how about 4 barely cold waters at $ 5 each .,drink -> quality,Arts & Entertainment,0.5661326050758362
arg_1_34,best coffee places <SEP> positive,One of the best coffee places around Chandler ! !,drink -> quality,Arts & Entertainment,0.720243513584137
arg_1_40,best high tea event <SEP> positive,Best high tea event at Casa Loma during Winterlicious !  ,drink -> quality,Arts & Entertainment,0.5465372800827026
arg_1_53,bitter coffee <SEP> negative,The coffee is bitter .,drink -> quality,Arts & Entertainment,0.5035544037818909
arg_1_54,blackened hands <SEP> negative,One thing to note is your hands will be blackened from the steering wheel .,drink -> quality,Arts & Entertainment,0.29439857602119446
arg_1_55,blend 20 crowd <SEP> negative,The crowd on this evening was a blend 20 + to the older patrons .,drink -> quality,Arts & Entertainment,0.5537152886390686
arg_1_62,casual coffee house vibe <SEP> positive,It 's a casual coffee house vibe that people have come to know and love and locals obviously love it .,drink -> quality,Arts & Entertainment,0.3216232657432556
arg_1_63,cheap drinks <SEP> positive,The drinks are cheap and there 's always something to see .  ,drink -> quality,Arts & Entertainment,0.3171088695526123
arg_1_64,cheap pour <SEP> positive,"yah , it was the correct pour , but looked cheap .",drink -> quality,Arts & Entertainment,0.5376113653182983
arg_1_65,cheap tight machines <SEP> negative,Still cheap tight machines .  ,drink -> quality,Arts & Entertainment,0.6361235976219177
arg_1_66,clean coffee shop <SEP> positive,Cleanliness ( clean coffee shop from the lobby to the restrooms . )  ,drink -> quality,Arts & Entertainment,0.6726386547088623
arg_1_71,cloudy pool <SEP> negative,"If you do n't mind cloudy pool water and an urban crowd that gets their thrills from drunken attempts at twerking , you may enjoy it .",drink -> quality,Arts & Entertainment,0.17779535055160522
arg_1_78,cute coffee house <SEP> positive,Very trendy and cute coffee house !,drink -> quality,Arts & Entertainment,0.3112454116344452
arg_1_81,definite 5 star experience <SEP> positive,A definite 5 star experience .,drink -> quality,Arts & Entertainment,0.45559754967689514
arg_1_89,different drinks <SEP> negative,"Only giving 4 stars because of the fact that you do not get free drinks when you are gambling which is different from what I am used to ( Vegas / Wendover , etc . )   Is this an Indian Casino thing or state law or ? ?  ",drink -> quality,Arts & Entertainment,0.3920050263404846
arg_1_91,dirty iced chai <SEP> negative,I ordered a dirty iced chai with light ice .  ,drink -> quality,Arts & Entertainment,0.5664961338043213
arg_1_92,dirty water <SEP> negative,Water is soooo dirty .  ,drink -> quality,Arts & Entertainment,0.7711865305900574
arg_1_93,disappointed latte <SEP> negative,I was especially disappointed with their latte anyway ago .,drink -> quality,Arts & Entertainment,0.4106917679309845
arg_1_96,down fountain system <SEP> negative,I mean their entire fountain system was down .,drink -> quality,Arts & Entertainment,0.5375750660896301
arg_1_105,easy online purchasing <SEP> positive,Easy online purchasing and seat reservations .,drink -> quality,Arts & Entertainment,0.37990665435791016
arg_1_113,excellent deal drink service <SEP> positive,Gave our group an excellent deal on the Cabana 's and drink service .,drink -> quality,Arts & Entertainment,0.19153745472431183
arg_1_116,expensive drinks <SEP> negative,The drinks were expensive .  ,drink -> quality,Arts & Entertainment,0.6313554048538208
arg_1_121,far better water show <SEP> positive,Save your money and go watch the Bellagio fountains for free and it 's a far better water show !,drink -> quality,Arts & Entertainment,0.339110404253006
arg_1_122,far from cheap drinks <SEP> negative,It 's dirty and the drinks are far from cheap .,drink -> quality,Arts & Entertainment,0.3158046007156372
arg_1_123,favorite coffee shop <SEP> positive,SoZo is my favorite coffee shop in the East Valley .,drink -> quality,Arts & Entertainment,0.316654771566391
arg_1_124,favorite kettle corn <SEP> positive,the kettle corn is her favorite .,drink -> quality,Arts & Entertainment,0.32015231251716614
arg_1_128,five stars experience <SEP> positive,The rest of the experience is five stars though .,drink -> quality,Arts & Entertainment,0.8978793025016785
arg_1_131,flooded bathroom <SEP> negative,The only downfall was the bathroom flooded and caused a smelly situation haha,drink -> quality,Arts & Entertainment,0.49591779708862305
arg_1_133,free bottle service <SEP> positive,We got the hook up with free bottle service .  ,drink -> quality,Arts & Entertainment,0.23071642220020294
arg_1_135,free champagne <SEP> positive,At 10 we headed up to Moon cuz it was free champagne for the ladies .,drink -> quality,Arts & Entertainment,0.3153156340122223
arg_1_138,free drink tickets <SEP> positive,My girls and I waited over 35 minutes to get up the the club- even with front of the line and 4 free drink tickets .,drink -> quality,Arts & Entertainment,0.3640742003917694
arg_1_139,free drinks <SEP> positive,If you are gambling the drinks are free ( like most places in Vegas ) .  ,drink -> quality,Arts & Entertainment,0.3510364890098572
arg_1_140,free kettle <SEP> positive,Free Kettle One all night long ( you ca n't beat that ) !  ,drink -> quality,Arts & Entertainment,0.6011460423469543
arg_1_141,free movie passes <SEP> positive,But we typically have free movie passes so paying $ 4 for a soda does n't hurt as bad .,drink -> quality,Arts & Entertainment,0.3544096350669861
arg_1_142,free refill <SEP> positive,Popcorn comes with free refill .  ,drink -> quality,Arts & Entertainment,0.30789899826049805
arg_1_143,free refills <SEP> positive,50 for a big bucket of popcorn and two free refills !,drink -> quality,Arts & Entertainment,0.5858961343765259
arg_1_144,free refills large <SEP> positive,Not sure if this location has free refills on large popcorn but the Cinemark I used to visit in Anahaim did so,drink -> quality,Arts & Entertainment,0.39582812786102295
arg_1_147,free towels <SEP> positive,"They have free towels there so you do n't have to bring your own , but you do have to be in swim attire .",drink -> quality,Arts & Entertainment,0.32022663950920105
arg_1_148,free water bottles <SEP> positive,Free water bottles were the last nice touch :),drink -> quality,Arts & Entertainment,0.527787983417511
arg_1_151,fresh everything <SEP> positive,Everything is so fresh and pretty .,drink -> quality,Arts & Entertainment,0.398786336183548
arg_1_156,frosted glass cutouts bar <SEP> positive,The bar has frosted glass cutouts of pinups which I thought was cool .,drink -> quality,Arts & Entertainment,0.5283259153366089
arg_1_161,generic coffee <SEP> negative,"Coffee is generic , inconsistent , and not very good .",drink -> quality,Arts & Entertainment,0.5466556549072266
arg_1_163,generous pours <SEP> positive,Not cheap yet they are generous with their pours .  ,drink -> quality,Arts & Entertainment,0.3885505795478821
arg_1_165,good all day admission <SEP> positive,PS buy your tickets online for 20 % off and admission is good all day .,drink -> quality,Arts & Entertainment,0.6874932050704956
arg_1_166,good bottle service <SEP> positive,"Clubs and bottle service and all that other crap is good and all , but Rehab is Vegas .   ",drink -> quality,Arts & Entertainment,0.4364221394062042
arg_1_168,good coffee <SEP> positive,Coffee is good too .,drink -> quality,Arts & Entertainment,0.2971270680427551
arg_1_170,good double espresso <SEP> positive,My double espresso was good .  ,drink -> quality,Arts & Entertainment,0.338483065366745
arg_1_171,good drink <SEP> positive,Have a good drink before you go in the rowdier the audience the better .,drink -> quality,Arts & Entertainment,0.2493201494216919
arg_1_174,good drinks <SEP> positive,Good drinks !  ,drink -> quality,Arts & Entertainment,0.5707495212554932
arg_1_177,good latte <SEP> positive,Latte was good .,drink -> quality,Arts & Entertainment,0.397466242313385
arg_1_184,good watering hole <SEP> positive,Another good watering hole that has been around for awhile .,drink -> quality,Arts & Entertainment,0.2600330412387848
arg_1_187,great ac <SEP> positive,Sound system and ac work great which is always a blessing at music venues .,drink -> quality,Arts & Entertainment,0.8275296688079834
arg_1_188,great cappuccino <SEP> positive,Had a cappuccino that was great .,drink -> quality,Arts & Entertainment,0.6668162941932678
arg_1_189,great champagne with orange juice <SEP> positive,"how . since we just came from chippendale 's sober , the champagne with orange juice was great .  ",drink -> quality,Arts & Entertainment,0.2835969030857086
arg_1_190,great coffee <SEP> positive,The coffee is great .,drink -> quality,Arts & Entertainment,0.2858988344669342
arg_1_191,great drink <SEP> positive,but if you are looking for a quick drink this was a great choice for us .,drink -> quality,Arts & Entertainment,0.2032395452260971
arg_1_194,great drinks <SEP> positive,The drinks were great and Kevin and his staff could not have been kinder .  ,drink -> quality,Arts & Entertainment,0.3161265254020691
arg_1_196,great for drinks <SEP> positive,The Courtyard Cafe is great for drinks and a meal before / after or as a break during your museum visit .  ,drink -> quality,Arts & Entertainment,0.39766740798950195
arg_1_200,great pour over <SEP> positive,Great pour over cup of coffee .,drink -> quality,Arts & Entertainment,0.7438969016075134
arg_1_201,great selection of teas <SEP> positive,SoZo also has a great selection of Teas for those non coffee drinkers .,drink -> quality,Arts & Entertainment,0.39102843403816223
arg_1_205,great tea <SEP> positive,Their coffee and tea 's taste great every time .,drink -> quality,Arts & Entertainment,0.3453908860683441
arg_1_212,hate smoking policy <SEP> negative,but I hate the smoking policy .,drink -> quality,Arts & Entertainment,0.3349260091781616
arg_1_216,iced down everything <SEP> negative,Everything was always iced down and they checked in on us every ten minutes even though they were super busy .,drink -> quality,Arts & Entertainment,0.8032139539718628
