,comment,keypoint,domain,label
30,thick tension <SEP> negative,minor parking <SEP> negative,Restaurants,0
31,amazing robes <SEP> positive,worst costumer <SEP> negative,Beauty & Spas,0
32,great barbershop <SEP> positive,best pedicure <SEP> positive,Beauty & Spas,0
33,horrible service <SEP> negative,totally affordable and pleasant staff <SEP> positive,Beauty & Spas,0
34,most annoying performer <SEP> negative,uncaring staff <SEP> negative,Arts & Entertainment,0
35,very good chicken tortilla bowl <SEP> positive,good food <SEP> positive,Restaurants,0
36,excellent customer service <SEP> positive,lovely service <SEP> positive,Restaurants,1
37,much fun place <SEP> positive,engaging show <SEP> positive,Arts & Entertainment,0
38,worst nail job <SEP> negative,best pedicures <SEP> positive,Beauty & Spas,0
39,massive hair dryer <SEP> positive,below quality beverages <SEP> negative,Arts & Entertainment,0
40,passionate fans <SEP> positive,beautiful view <SEP> positive,Arts & Entertainment,0
41,pretty decent italian beef sandwich <SEP> positive,perfect consistency refried beans <SEP> positive,Restaurants,0
42,very straight forward sales guy <SEP> positive,sub par service <SEP> negative,Automotive,0
43,special place <SEP> positive,disastrous experience <SEP> negative,Arts & Entertainment,0
44,great server <SEP> positive,outstanding customer service <SEP> positive,Restaurants,0
45,best prices <SEP> positive,extremely affordable <SEP> positive,Beauty & Spas,0
46,very friendly and staff <SEP> positive,great service <SEP> positive,Beauty & Spas,0
47,good price <SEP> positive,over priced quality <SEP> negative,Restaurants,0
48,absolutely fantastic customer service <SEP> positive,friendly waitress <SEP> positive,Restaurants,0
49,creamy macaroni and cheese <SEP> positive,great soups <SEP> positive,Restaurants,0
50,pretty relaxed place <SEP> positive,filthy dirty theatre <SEP> negative,Arts & Entertainment,0
51,above beyond service <SEP> positive,impeccable customer service <SEP> positive,Automotive,0
52,pretty good salads <SEP> positive,great late night grub spot <SEP> positive,Restaurants,0
53,cheerful atmosphere <SEP> positive,great atmosphere <SEP> positive,Restaurants,1
54,excellent server <SEP> positive,friendly service <SEP> positive,Restaurants,0
55,always generous serving <SEP> positive,friendly and speedy service <SEP> positive,Restaurants,0
56,warm and friendly owner <SEP> positive,fairly priced drinks <SEP> positive,Restaurants,0
57,better ballparks <SEP> positive,massive tourist trap <SEP> positive,Arts & Entertainment,0
58,friendliness staff <SEP> positive,honest employees <SEP> positive,Automotive,0
59,love dip powder <SEP> positive,great pedicures <SEP> positive,Beauty & Spas,0
60,efficient service <SEP> negative,outstanding customer service <SEP> positive,Restaurants,0
61,worth visit <SEP> positive,fast and clean service <SEP> positive,Restaurants,0
62,great staff <SEP> positive,helpful staff <SEP> positive,Automotive,1
63,family - run local restaurant <SEP> positive,extremely mediocre service <SEP> negative,Restaurants,0
64,excellent massage <SEP> positive,great attention to <SEP> positive,Beauty & Spas,0
65,grateful hospitality <SEP> positive,stellar customer service <SEP> positive,Restaurants,0
66,super impressive scoreboard <SEP> positive,engaging show <SEP> positive,Arts & Entertainment,0
67,very people <SEP> negative,"friendly , efficient service <SEP> positive",Restaurants,0
68,polite staff <SEP> positive,always great service <SEP> positive,Restaurants,0
69,tender osso bucco <SEP> positive,wide selection of food <SEP> positive,Restaurants,0
70,$ 78 tasting menu <SEP> positive,reasonably priced menu <SEP> positive,Restaurants,1
71,cold bread <SEP> negative,excellent food <SEP> positive,Restaurants,0
72,wrong orders <SEP> negative,top - notch service <SEP> positive,Restaurants,0
73,awful skinny fries <SEP> negative,cold fries <SEP> negative,Restaurants,1
74,stale bread <SEP> negative,spicy food <SEP> negative,Restaurants,0
75,wonderful panera catering <SEP> positive,great late night grub spot <SEP> positive,Restaurants,0
76,good call bobbie <SEP> positive,superior service <SEP> positive,Restaurants,0
77,2 star service <SEP> negative,extremely mediocre service <SEP> negative,Restaurants,1
78,great soups <SEP> positive,authentic korean food <SEP> positive,Restaurants,0
79,horrible french dip <SEP> negative,excellent enchiladas <SEP> positive,Restaurants,0
80,liked hot <SEP> positive,best pedicure <SEP> positive,Beauty & Spas,0
81,absolutely incredible place <SEP> positive,disastrous experience <SEP> negative,Arts & Entertainment,0
82,delicious italian food <SEP> positive,great family restaurant <SEP> positive,Restaurants,0
83,efficient service <SEP> negative,top - notch service <SEP> positive,Restaurants,0
84,ample meat <SEP> positive,good portions omelets <SEP> positive,Restaurants,0
85,nice barber shop <SEP> positive,great customer <SEP> positive,Beauty & Spas,0
86,enjoy salsa <SEP> positive,great late night grub spot <SEP> positive,Restaurants,0
87,very good chicken tortilla bowl <SEP> positive,always delicious food <SEP> positive,Restaurants,0
88,great fresh food <SEP> positive,excellent enchiladas <SEP> positive,Restaurants,0
89,instantly greeted <SEP> positive,very good customer service <SEP> positive,Restaurants,0
90,very efficient financial <SEP> positive,commendable patience <SEP> positive,Automotive,0
91,enjoyed entertainment <SEP> positive,terrific picture <SEP> positive,Arts & Entertainment,0
92,great customer service department <SEP> positive,good service <SEP> positive,Automotive,1
93,best mexican spots <SEP> positive,spicy food <SEP> negative,Restaurants,0
94,huge portion sizes <SEP> positive,generous portions <SEP> positive,Restaurants,0
95,very shop <SEP> positive,fine customer service <SEP> positive,Beauty & Spas,0
96,smooth experience <SEP> positive,best airport parking <SEP> positive,Automotive,0
97,super back area <SEP> negative,nice casino <SEP> positive,Arts & Entertainment,0
98,awesome drivers <SEP> positive,great customer service <SEP> positive,Automotive,0
99,real talent <SEP> positive,great audience interaction <SEP> positive,Arts & Entertainment,0
100,great abundance <SEP> positive,poor management systems <SEP> negative,Arts & Entertainment,0
101,really good chimichanga with shredded beef <SEP> positive,cold fries <SEP> negative,Restaurants,0
102,love theater <SEP> positive,cheap fun entertainment <SEP> positive,Arts & Entertainment,0
103,far too long togo <SEP> negative,fast and efficient service <SEP> positive,Restaurants,0
104,better venue <SEP> positive,engaging show <SEP> positive,Arts & Entertainment,0
105,great new restaurant <SEP> positive,great date night spot <SEP> positive,Restaurants,0
106,no bad seats <SEP> positive,terrible venues <SEP> negative,Arts & Entertainment,0
107,favorite hole in the wall <SEP> positive,worst place <SEP> negative,Restaurants,0
108,reasonable price <SEP> positive,very affordable price <SEP> positive,Restaurants,1
109,no flavor chicken <SEP> negative,great soups <SEP> positive,Restaurants,0
110,ridiculously fun experience <SEP> positive,fun music <SEP> positive,Arts & Entertainment,0
111,best pizzas <SEP> positive,authentic korean food <SEP> positive,Restaurants,0
112,lovely salon <SEP> positive,multiple level parking <SEP> positive,Beauty & Spas,0
113,a little conspicuous location <SEP> negative,disastrous experience <SEP> negative,Arts & Entertainment,0
114,clean stadium <SEP> positive,excellent affordable night out <SEP> positive,Arts & Entertainment,0
115,equally good food <SEP> positive,great food <SEP> positive,Restaurants,1
116,pretty good salads <SEP> positive,authentic korean food <SEP> positive,Restaurants,0
117,exceptionally professional friendly salesman <SEP> positive,helpful staff <SEP> positive,Automotive,0
118,enjoyable night out <SEP> positive,big screens <SEP> positive,Arts & Entertainment,0
119,quite enjoy experience <SEP> positive,great atmosphere <SEP> positive,Restaurants,0
120,friendly drivers <SEP> positive,poor business practice <SEP> negative,Automotive,0
121,no student discount <SEP> negative,poor management systems <SEP> negative,Arts & Entertainment,0
122,top - notch service <SEP> positive,superior service <SEP> positive,Restaurants,1
123,bad experience <SEP> negative,worst vacuum <SEP> negative,Automotive,0
124,refreshing experience <SEP> positive,great communication <SEP> positive,Automotive,0
125,delicious italian food <SEP> positive,excellent food <SEP> positive,Restaurants,1
126,high prices <SEP> negative,over hyped expensive <SEP> negative,Restaurants,0
127,wonderful dealer <SEP> positive,excellent customer service <SEP> positive,Automotive,0
128,young servers <SEP> positive,friendly and welcoming owner <SEP> positive,Restaurants,0
129,very good italian food <SEP> positive,ridiculous badgering <SEP> negative,Restaurants,0
130,steady flow <SEP> negative,fairly priced drinks <SEP> positive,Restaurants,0
131,very reasonable price <SEP> positive,extremely affordable <SEP> positive,Beauty & Spas,0
132,best tomato soup <SEP> positive,perfect consistency refried beans <SEP> positive,Restaurants,0
133,very quick dinner of pork bone soup <SEP> positive,authentic mexican food <SEP> positive,Restaurants,0
134,juicy burger <SEP> positive,addictive sandwiches <SEP> negative,Restaurants,0
135,good condition home <SEP> negative,fun family entertainment <SEP> positive,Arts & Entertainment,0
136,deserted place <SEP> negative,minor parking <SEP> negative,Restaurants,0
137,nice environment <SEP> positive,multiple level parking <SEP> positive,Beauty & Spas,0
138,cold plunge pool <SEP> negative,very strong chemical smell <SEP> negative,Beauty & Spas,0
139,clean inside <SEP> positive,skilled performers <SEP> positive,Arts & Entertainment,0
140,plenty of reserved seating <SEP> positive,assigned seating <SEP> positive,Arts & Entertainment,1
141,juicy burger <SEP> positive,ridiculous badgering <SEP> negative,Restaurants,0
142,helpful staffs <SEP> positive,friendly service <SEP> positive,Restaurants,0
143,hidden gem <SEP> positive,expensive parking <SEP> negative,Arts & Entertainment,0
144,well - taken care of space <SEP> positive,ample parking <SEP> positive,Restaurants,0
145,honest customer service <SEP> positive,best customer <SEP> positive,Automotive,1
146,very attentive service <SEP> positive,overpriced for <SEP> negative,Restaurants,0
147,terrible terrible job <SEP> negative,impeccable customer service <SEP> positive,Automotive,0
148,awesome customer service <SEP> positive,impeccable service <SEP> positive,Restaurants,1
149,excellent communicator <SEP> positive,impeccable service <SEP> positive,Restaurants,0
150,timely everything <SEP> positive,very professional staff <SEP> positive,Beauty & Spas,0
151,always very friendly staff <SEP> positive,friendly service <SEP> positive,Restaurants,0
152,terrible food <SEP> negative,always delicious food <SEP> positive,Restaurants,0
153,very nice owner <SEP> positive,friendly and welcoming owner <SEP> positive,Restaurants,1
154,well done coffee <SEP> positive,great coffee recommendations <SEP> positive,Arts & Entertainment,0
155,very good work <SEP> positive,great communication <SEP> positive,Automotive,0
156,great though food <SEP> positive,great affordable food <SEP> positive,Restaurants,1
157,fun posting <SEP> positive,friendly waitress <SEP> positive,Restaurants,0
158,exceptional salesman <SEP> positive,worst customer service <SEP> negative,Automotive,0
159,very attentive service <SEP> positive,friendly and welcoming owner <SEP> positive,Restaurants,0
160,amazing gorgonzola salad <SEP> positive,great korean fusion <SEP> positive,Restaurants,0
161,very generous portions <SEP> positive,good portions <SEP> positive,Restaurants,1
162,pedal driven hand washing sink <SEP> positive,fairly priced drinks <SEP> positive,Restaurants,0
163,quick ordering <SEP> positive,top - notch service <SEP> positive,Restaurants,0
164,best customer experience <SEP> positive,beautiful car <SEP> positive,Automotive,0
165,wonderful concept <SEP> positive,crisp wings <SEP> positive,Restaurants,0
166,cool movies <SEP> positive,terrible venues <SEP> negative,Arts & Entertainment,0
167,was stylist <SEP> positive,fine customer service <SEP> positive,Beauty & Spas,0
168,hands on owner <SEP> positive,best costumer service <SEP> positive,Restaurants,0
169,swift service <SEP> positive,prompt and efficient service <SEP> positive,Restaurants,1
170,enjoyed music selection <SEP> positive,cheap fun entertainment <SEP> positive,Arts & Entertainment,0
171,generous with garlic <SEP> positive,wide selection of food <SEP> positive,Restaurants,0
172,best panera stop <SEP> positive,great ramen <SEP> positive,Restaurants,0
173,outstanding tour guide <SEP> positive,friendly and attentive concessions <SEP> positive,Arts & Entertainment,0
174,really nice touch reclining chairs <SEP> positive,very comfortable seating <SEP> positive,Arts & Entertainment,0
175,great personality manager <SEP> positive,best costumer service <SEP> positive,Restaurants,0
176,nice tacos <SEP> positive,cooked poorly burger <SEP> negative,Restaurants,0
177,nice though presentation <SEP> positive,crisp wings <SEP> positive,Restaurants,0
178,very courteous server <SEP> positive,friendly staff <SEP> positive,Restaurants,0
179,great owner <SEP> positive,very affordable price <SEP> positive,Restaurants,0
180,free tire repair <SEP> positive,very competitive prices <SEP> positive,Automotive,0
181,very good chef food <SEP> positive,great sauces <SEP> positive,Restaurants,0
182,best panera <SEP> positive,spicy food <SEP> negative,Restaurants,0
183,quite good food <SEP> positive,always delicious food <SEP> positive,Restaurants,1
184,very tasty everything <SEP> positive,great quality sushi <SEP> positive,Restaurants,0
185,unique dining experience <SEP> positive,great meats <SEP> positive,Restaurants,0
186,nice person <SEP> positive,friendly and professional front desk <SEP> positive,Beauty & Spas,0
187,amazing service manager <SEP> positive,top - notch service <SEP> positive,Automotive,1
188,outstanding customer <SEP> positive,friendly staff <SEP> positive,Beauty & Spas,0
189,enjoying craft <SEP> positive,great artistry <SEP> positive,Beauty & Spas,0
190,perfectly cooked risotto <SEP> positive,great ramen <SEP> positive,Restaurants,0
191,highlight sculpture display <SEP> negative,scenic vistas <SEP> positive,Arts & Entertainment,0
192,high end mexican food <SEP> positive,wide selection of food <SEP> positive,Restaurants,1
193,well known brand stores <SEP> positive,excellent customer service <SEP> positive,Beauty & Spas,0
194,intuitive technician <SEP> negative,clean shop <SEP> positive,Beauty & Spas,0
195,love theater <SEP> positive,family - friendly park <SEP> positive,Arts & Entertainment,0
196,wonderful flavor <SEP> positive,great neighborhood restaurant <SEP> positive,Restaurants,0
197,fantastic show <SEP> positive,engaging show <SEP> positive,Arts & Entertainment,1
198,gross place <SEP> negative,disastrous experience <SEP> negative,Arts & Entertainment,0
199,super friendly and funny wait staff <SEP> positive,a+ customer service <SEP> positive,Restaurants,0
200,great for audio player <SEP> positive,scenic vistas <SEP> positive,Arts & Entertainment,0
201,painless enjoyable process <SEP> positive,wasted time <SEP> negative,Automotive,0
202,huge meal <SEP> negative,good portions <SEP> positive,Restaurants,0
203,fun cars <SEP> positive,professional environment <SEP> positive,Beauty & Spas,0
204,amazing venue <SEP> positive,scenic vistas <SEP> positive,Arts & Entertainment,0
205,unreal wait time decor <SEP> negative,fast and efficient service <SEP> positive,Restaurants,0
206,great for drinks <SEP> positive,below quality beverages <SEP> negative,Arts & Entertainment,0
207,wonderful friendly server <SEP> positive,down to earth staff <SEP> positive,Restaurants,0
208,really sweet staff <SEP> positive,rude staff <SEP> negative,Beauty & Spas,0
209,very few wait staff <SEP> negative,always on point service <SEP> positive,Restaurants,0
210,killer technique <SEP> positive,friendly staff <SEP> positive,Beauty & Spas,0
211,jack a$$ rude server <SEP> negative,horrible customer service <SEP> negative,Arts & Entertainment,0
212,great go karting place <SEP> positive,great family outing <SEP> positive,Arts & Entertainment,0
213,very friendly and professional staff <SEP> positive,down to earth staff <SEP> positive,Restaurants,1
214,very welcoming staff <SEP> positive,friendly staff <SEP> positive,Restaurants,1
215,insane amounts hairdresser <SEP> negative,super courteous staff <SEP> positive,Beauty & Spas,0
216,a bit slow service <SEP> negative,fast and clean service <SEP> positive,Restaurants,0
217,good ballpark food <SEP> positive,great family fun <SEP> positive,Arts & Entertainment,0
218,good choice mole enchiladas <SEP> positive,fairly priced drinks <SEP> positive,Restaurants,0
219,lack of service <SEP> negative,worst service <SEP> negative,Automotive,1
220,fantastic customer service <SEP> positive,honest employees <SEP> positive,Automotive,0
221,great staffers <SEP> positive,sub par service <SEP> negative,Automotive,0
222,impressed customer service <SEP> positive,outstanding customer service <SEP> positive,Automotive,1
223,very prompt & friendly service <SEP> positive,friendly and thorough gina <SEP> positive,Beauty & Spas,0
224,great craft cocktails <SEP> positive,did margaritas <SEP> positive,Restaurants,0
225,clean inside <SEP> positive,terrific picture <SEP> positive,Arts & Entertainment,0
226,delicious soup <SEP> positive,seasoned well rice <SEP> positive,Restaurants,0
227,funky little bar <SEP> positive,terrific picture <SEP> positive,Arts & Entertainment,0
228,super attentive staff <SEP> positive,patient staff <SEP> positive,Restaurants,1
229,perfect service <SEP> positive,top - notch service <SEP> positive,Restaurants,1
230,never lit up signs <SEP> negative,dirty place <SEP> negative,Restaurants,0
231,too much food <SEP> negative,cold food <SEP> negative,Restaurants,1
232,always really friendly staff <SEP> positive,friendly and helpful waitress <SEP> positive,Restaurants,0
233,well organized staff <SEP> positive,impeccable customer service <SEP> positive,Beauty & Spas,0
234,tough parking <SEP> negative,classic music <SEP> positive,Restaurants,0
235,fresh everything <SEP> positive,great local coffee shop <SEP> positive,Arts & Entertainment,0
236,fairly treat <SEP> positive,fraudulent place <SEP> negative,Automotive,0
237,right price <SEP> positive,reasonably priced menu <SEP> positive,Restaurants,0
238,knowledgeable staff <SEP> positive,friendly and attractive staff <SEP> positive,Arts & Entertainment,1
239,pretty good service <SEP> positive,very attentive service <SEP> positive,Restaurants,1
240,welcoming staff <SEP> positive,friendly and knowledgeable staff <SEP> positive,Beauty & Spas,1
241,very polite front door guy <SEP> positive,polite staff <SEP> positive,Automotive,0
242,hands on owner <SEP> positive,overpriced for <SEP> negative,Restaurants,0
243,great job <SEP> positive,good inexpensive food <SEP> positive,Arts & Entertainment,0
244,friendly employees <SEP> positive,helpful staff <SEP> positive,Automotive,0
245,best nail guy <SEP> positive,great pedicures <SEP> positive,Beauty & Spas,0
246,normal pricing <SEP> positive,great value for <SEP> positive,Restaurants,0
247,very professionally run spa <SEP> negative,friendly staff <SEP> positive,Beauty & Spas,0
248,love concept <SEP> positive,great neighborhood restaurant <SEP> positive,Restaurants,0
249,cool party room <SEP> positive,fun music <SEP> positive,Arts & Entertainment,0
250,very nice though girls <SEP> positive,no customer service <SEP> negative,Restaurants,0
251,good friendly service <SEP> positive,absolutely terrible service <SEP> negative,Restaurants,0
252,incredible nails <SEP> positive,outstanding deep tissue massage <SEP> positive,Beauty & Spas,0
253,awesome 80s music <SEP> positive,upbeat music <SEP> positive,Arts & Entertainment,1
254,modest service <SEP> positive,outstanding service <SEP> positive,Automotive,1
255,great host <SEP> positive,friendly dealers <SEP> positive,Arts & Entertainment,0
256,great avocado shake <SEP> positive,perfect consistency refried beans <SEP> positive,Restaurants,0
257,intuitive technician <SEP> negative,friendly and knowledgeable staff <SEP> positive,Beauty & Spas,0
258,good people <SEP> positive,worst service <SEP> negative,Automotive,0
259,best steakhouse <SEP> positive,wonderful restaurant <SEP> positive,Restaurants,0
260,very happy customer <SEP> positive,friendly and thorough gina <SEP> positive,Beauty & Spas,0
261,super fresh food <SEP> positive,prepared food <SEP> positive,Restaurants,1
262,delicious salads <SEP> positive,always delicious food <SEP> positive,Restaurants,0
263,wonderful family - run place <SEP> positive,great place <SEP> positive,Arts & Entertainment,1
264,very professional and friendly employees <SEP> positive,great customer <SEP> positive,Beauty & Spas,0
265,courteous everyone <SEP> positive,honest employees <SEP> positive,Automotive,0
266,old bread <SEP> negative,wonderful restaurant <SEP> positive,Restaurants,0
267,very nice and staff <SEP> positive,great customer service <SEP> positive,Automotive,0
268,great place to spend the afternoon <SEP> positive,great place <SEP> positive,Arts & Entertainment,0
269,loved nails <SEP> positive,great pedicures <SEP> positive,Beauty & Spas,0
270,always great wings <SEP> positive,perfect gem <SEP> positive,Restaurants,0
271,fun instructors <SEP> positive,uncaring staff <SEP> negative,Arts & Entertainment,0
272,full service bar <SEP> positive,great staff <SEP> positive,Arts & Entertainment,0
273,always calm and accommodating rick <SEP> positive,fine customer service <SEP> positive,Beauty & Spas,0
274,favorite ginger margarita <SEP> positive,impressive wine list <SEP> positive,Restaurants,0
275,really bad service <SEP> negative,horrible customer service <SEP> negative,Automotive,0
276,a little rude bar tender <SEP> negative,a+ customer service <SEP> positive,Restaurants,0
277,real talent <SEP> positive,close and easy parking <SEP> positive,Arts & Entertainment,0
278,high dollar figure <SEP> negative,reasonable pricing <SEP> positive,Beauty & Spas,0
279,pretty good salads <SEP> positive,consistently quality food <SEP> positive,Restaurants,0
280,amazing filet mignon <SEP> positive,dirty water glasses <SEP> negative,Restaurants,0
281,very quick dinner of pork bone soup <SEP> positive,cold food <SEP> negative,Restaurants,0
282,outstanding customer <SEP> positive,subpar services <SEP> negative,Beauty & Spas,0
283,super friendly staff <SEP> positive,great service <SEP> positive,Beauty & Spas,0
284,many selection salads <SEP> positive,great affordable food <SEP> positive,Restaurants,0
285,always correct orders <SEP> positive,impeccable service <SEP> positive,Restaurants,0
286,very happy service <SEP> positive,great and friendly service <SEP> positive,Restaurants,1
287,a food <SEP> negative,spicy food <SEP> negative,Restaurants,1
288,professional sales rep <SEP> positive,good service <SEP> positive,Automotive,0
289,nasty attitude <SEP> negative,classic music <SEP> positive,Restaurants,0
290,hilarious staff <SEP> positive,very professional staff <SEP> positive,Beauty & Spas,1
291,love red sauce <SEP> positive,addictive sandwiches <SEP> negative,Restaurants,0
292,kind employees <SEP> positive,prompt and efficient service <SEP> positive,Restaurants,0
293,love show <SEP> positive,beautiful view <SEP> positive,Arts & Entertainment,0
294,consistent service <SEP> positive,"friendly , efficient service <SEP> positive",Restaurants,1
295,freshly cooked food <SEP> positive,excellent food <SEP> positive,Restaurants,1
296,delicious soup <SEP> positive,great ramen <SEP> positive,Restaurants,0
297,all over the map service <SEP> negative,great and friendly service <SEP> positive,Restaurants,0
298,friendliness staff <SEP> positive,worst customer service <SEP> negative,Automotive,0
299,delicious lunch boxes <SEP> positive,cold fries <SEP> negative,Restaurants,0
300,awesome wait staff <SEP> positive,quick and friendly service <SEP> positive,Restaurants,0
301,hidden gem place <SEP> positive,worst costumer <SEP> negative,Beauty & Spas,0
302,very reasonably priced portions <SEP> positive,over hyped expensive <SEP> negative,Restaurants,0
303,wonderful projections <SEP> positive,comfortable electric recliners <SEP> positive,Arts & Entertainment,0
304,horrible turkey <SEP> negative,great sauces <SEP> positive,Restaurants,0
305,clean designed store <SEP> positive,clean shop <SEP> positive,Beauty & Spas,0
306,amazing resort <SEP> positive,thoroughly enjoyed massage <SEP> positive,Beauty & Spas,0
307,die for food <SEP> positive,wide selection of food <SEP> positive,Restaurants,1
308,great quality customer service <SEP> positive,impeccable customer service <SEP> positive,Automotive,1
309,recommend vegas moves <SEP> negative,worst car buying experience <SEP> negative,Automotive,0
310,love soufflé <SEP> positive,great late night grub spot <SEP> positive,Restaurants,0
311,best panera stop <SEP> positive,great sauces <SEP> positive,Restaurants,0
312,good tour guide <SEP> positive,friendly dealers <SEP> positive,Arts & Entertainment,0
313,poor service <SEP> negative,happy customer <SEP> positive,Automotive,0
314,decent sound <SEP> positive,very talented singers <SEP> positive,Arts & Entertainment,0
315,good transaction <SEP> positive,reasonably priced <SEP> positive,Automotive,0
316,pleasant guy <SEP> positive,excellent customer service <SEP> positive,Automotive,0
317,very professional and friendly employees <SEP> positive,friendly and thorough gina <SEP> positive,Beauty & Spas,0
318,sweet guy <SEP> positive,friendly staff <SEP> positive,Beauty & Spas,0
319,fun staff <SEP> positive,great family run business <SEP> positive,Beauty & Spas,0
320,pretty good service <SEP> positive,down to earth staff <SEP> positive,Restaurants,0
321,really good stuff <SEP> positive,comfortable electric recliners <SEP> positive,Arts & Entertainment,0
322,very good combo plate <SEP> negative,well above expectations pdq <SEP> positive,Restaurants,0
323,very good server <SEP> positive,great and friendly service <SEP> positive,Restaurants,0
324,friendly and casual atmosphere <SEP> positive,perfect gem <SEP> positive,Restaurants,0
325,humongous sandwiches <SEP> positive,great affordable food <SEP> positive,Restaurants,0
326,very attentive service <SEP> positive,extremely professional service <SEP> positive,Restaurants,1
327,quick ordering <SEP> positive,stellar customer service <SEP> positive,Restaurants,0
328,very poor service department <SEP> negative,worst service <SEP> negative,Automotive,1
329,love movie theater <SEP> positive,close and easy parking <SEP> positive,Arts & Entertainment,0
330,typical bar experience <SEP> positive,fun music <SEP> positive,Arts & Entertainment,0
331,wonderful wine <SEP> positive,dirty water glasses <SEP> negative,Restaurants,0
332,always great holiday specials <SEP> positive,best pedicure <SEP> positive,Beauty & Spas,0
333,live mariachi music <SEP> positive,great ambience <SEP> positive,Restaurants,0
334,delicious popcorn <SEP> positive,great family outing <SEP> positive,Arts & Entertainment,0
335,very attentive waitress <SEP> positive,friendly service <SEP> positive,Restaurants,0
336,super comforting jay <SEP> positive,best massage <SEP> positive,Beauty & Spas,0
337,down wine selection <SEP> negative,great brisket <SEP> positive,Restaurants,0
338,awsome service <SEP> positive,lovely service <SEP> positive,Restaurants,1
339,very professional employees <SEP> positive,friendly and knowledgeable staff <SEP> positive,Beauty & Spas,0
340,amazing massage therapist <SEP> positive,very professional staff <SEP> positive,Beauty & Spas,0
341,sold out seats <SEP> negative,super comfortable seats <SEP> positive,Arts & Entertainment,0
342,extremely talented cast <SEP> positive,excellent service <SEP> positive,Arts & Entertainment,0
343,never nice people <SEP> negative,impeccable service <SEP> positive,Restaurants,0
344,very friendly and attentive employees <SEP> positive,friendly and attractive staff <SEP> positive,Arts & Entertainment,0
345,best piercings <SEP> positive,best massage <SEP> positive,Beauty & Spas,0
346,incredible massage therapist <SEP> positive,very professional staff <SEP> positive,Beauty & Spas,0
347,boarded up businesses <SEP> negative,very talented singers <SEP> positive,Arts & Entertainment,0
348,remembers last century style inside interior decoration <SEP> positive,love seats <SEP> positive,Arts & Entertainment,0
349,subpar experience <SEP> negative,great neighborhood <SEP> positive,Restaurants,0
350,best korean food <SEP> positive,wide selection of food <SEP> positive,Restaurants,1
351,better price <SEP> negative,very competitive prices <SEP> positive,Automotive,0
352,right time between courses <SEP> positive,friendly and fast service <SEP> positive,Restaurants,0
353,best french restaurant <SEP> positive,wonderful restaurant <SEP> positive,Restaurants,1
354,very friendly people <SEP> positive,top - notch service <SEP> positive,Restaurants,0
355,good bar <SEP> positive,close and easy parking <SEP> positive,Arts & Entertainment,0
356,nice vip cabanas <SEP> positive,below quality beverages <SEP> negative,Arts & Entertainment,0
357,delicious soup <SEP> positive,great late night grub spot <SEP> positive,Restaurants,0
358,friendly servers <SEP> positive,knowledgeable servers <SEP> positive,Restaurants,1
359,astoundingly good local blueberry honey ale <SEP> positive,overpriced beer <SEP> negative,Restaurants,0
360,huge sandwiches <SEP> positive,small dessert portions <SEP> negative,Restaurants,0
361,best barber shop <SEP> positive,professional and friendly staff <SEP> positive,Beauty & Spas,0
