,comment,keypoint,domain,label
30,much fun place <SEP> positive,engaging show <SEP> positive,Arts & Entertainment,0
31,worst nail job <SEP> negative,best pedicures <SEP> positive,Beauty & Spas,0
32,massive hair dryer <SEP> positive,below quality beverages <SEP> negative,Arts & Entertainment,0
33,passionate fans <SEP> positive,beautiful view <SEP> positive,Arts & Entertainment,0
34,very straight forward sales guy <SEP> positive,sub par service <SEP> negative,Automotive,0
35,great social media presence <SEP> positive,great setting <SEP> positive,Hotels,0
36,special place <SEP> positive,disastrous experience <SEP> negative,Arts & Entertainment,0
37,very friendly staff <SEP> positive,very attentive staff <SEP> positive,Hotels,1
38,best prices <SEP> positive,extremely affordable <SEP> positive,Beauty & Spas,0
39,very friendly and staff <SEP> positive,great service <SEP> positive,Beauty & Spas,0
40,clean salad <SEP> positive,perfection cooked <SEP> positive,Hotels,0
41,lack of housekeeping <SEP> negative,exceptional customer service <SEP> positive,Hotels,0
42,generous amenities <SEP> positive,worst experience <SEP> negative,Hotels,0
43,nice accommodating <SEP> positive,poor at best service <SEP> negative,Hotels,0
44,pretty relaxed place <SEP> positive,filthy dirty theatre <SEP> negative,Arts & Entertainment,0
45,nice beds <SEP> positive,great and comfortable beds <SEP> positive,Hotels,1
46,never stay <SEP> positive,very poor wifi <SEP> negative,Hotels,0
47,above beyond service <SEP> positive,impeccable customer service <SEP> positive,Automotive,0
48,pure bliss place <SEP> negative,slippery stairs <SEP> negative,Hotels,0
49,good music <SEP> positive,outdated carpet <SEP> negative,Hotels,0
50,nice and friendly staff <SEP> positive,very attentive staff <SEP> positive,Hotels,1
51,worst front desk staff <SEP> negative,very attentive staff <SEP> positive,Hotels,0
52,very nice everyone <SEP> positive,above and beyond staff <SEP> positive,Hotels,0
53,better ballparks <SEP> positive,massive tourist trap <SEP> positive,Arts & Entertainment,0
54,fake crowd sounds <SEP> negative,great view <SEP> positive,Hotels,0
55,friendliness staff <SEP> positive,honest employees <SEP> positive,Automotive,0
56,love dip powder <SEP> positive,great pedicures <SEP> positive,Beauty & Spas,0
57,great staff <SEP> positive,helpful staff <SEP> positive,Automotive,1
58,disgruntled and staff <SEP> negative,super accomadative staff <SEP> positive,Hotels,0
59,excellent massage <SEP> positive,great attention to <SEP> positive,Beauty & Spas,0
60,bad shape hotel <SEP> negative,spacious rooms <SEP> positive,Hotels,0
61,kudos staff <SEP> positive,poor at best service <SEP> negative,Hotels,0
62,super impressive scoreboard <SEP> positive,engaging show <SEP> positive,Arts & Entertainment,0
63,empty hotel <SEP> negative,understaffed front desk <SEP> negative,Hotels,0
64,difficult to sit <SEP> negative,very fast wifi <SEP> positive,Hotels,0
65,pure bliss place <SEP> negative,spacious rooms <SEP> positive,Hotels,0
66,great bartender <SEP> positive,great customer service <SEP> positive,Hotels,0
67,liked hot <SEP> positive,best pedicure <SEP> positive,Beauty & Spas,0
68,really observant people <SEP> negative,terrible customer service <SEP> negative,Hotels,0
69,absolutely incredible place <SEP> positive,disastrous experience <SEP> negative,Arts & Entertainment,0
70,fair rooms <SEP> positive,clean comfortable rooms <SEP> positive,Hotels,1
71,nice barber shop <SEP> positive,great customer <SEP> positive,Beauty & Spas,0
72,messed up order <SEP> negative,great cleaning staff <SEP> positive,Hotels,0
73,incredible cable <SEP> positive,very comfortable rooms <SEP> positive,Hotels,0
74,very spacious rooms <SEP> positive,outdated carpet <SEP> negative,Hotels,0
75,very efficient financial <SEP> positive,commendable patience <SEP> positive,Automotive,0
76,enjoyed entertainment <SEP> positive,terrific picture <SEP> positive,Arts & Entertainment,0
77,great customer service department <SEP> positive,good service <SEP> positive,Automotive,1
78,pretty dope music <SEP> negative,luxurious lodging <SEP> positive,Hotels,0
79,very comfortable rooms <SEP> positive,horrible parking <SEP> negative,Hotels,0
80,disappointing stay <SEP> negative,heavily congested elevators <SEP> negative,Hotels,0
81,very shop <SEP> positive,fine customer service <SEP> positive,Beauty & Spas,0
82,smooth experience <SEP> positive,best airport parking <SEP> positive,Automotive,0
83,super back area <SEP> negative,nice casino <SEP> positive,Arts & Entertainment,0
84,incredibly friendly staff <SEP> positive,friendly and attentive management <SEP> positive,Hotels,0
85,awesome drivers <SEP> positive,great customer service <SEP> positive,Automotive,0
86,real talent <SEP> positive,great audience interaction <SEP> positive,Arts & Entertainment,0
87,completely happy with stay <SEP> positive,great cleaning staff <SEP> positive,Hotels,0
88,great abundance <SEP> positive,poor management systems <SEP> negative,Arts & Entertainment,0
89,exceptional employee <SEP> positive,very attentive staff <SEP> positive,Hotels,0
90,love theater <SEP> positive,cheap fun entertainment <SEP> positive,Arts & Entertainment,0
91,outdoor shower <SEP> negative,a little outdated rooms <SEP> negative,Hotels,0
92,better venue <SEP> positive,engaging show <SEP> positive,Arts & Entertainment,0
93,great amenities <SEP> positive,slippery stairs <SEP> negative,Hotels,0
94,no bad seats <SEP> positive,terrible venues <SEP> negative,Arts & Entertainment,0
95,ping pong pool tables <SEP> positive,comfy chairs <SEP> positive,Hotels,0
96,minimally luxurious room <SEP> positive,poor tv reception <SEP> negative,Hotels,0
97,fast internet speed <SEP> positive,very poor wifi <SEP> negative,Hotels,0
98,ridiculously fun experience <SEP> positive,fun music <SEP> positive,Arts & Entertainment,0
99,lovely salon <SEP> positive,multiple level parking <SEP> positive,Beauty & Spas,0
100,very funny waitress <SEP> negative,extremely accommodating staff <SEP> positive,Hotels,0
101,a little conspicuous location <SEP> negative,disastrous experience <SEP> negative,Arts & Entertainment,0
102,clean stadium <SEP> positive,excellent affordable night out <SEP> positive,Arts & Entertainment,0
103,overprice but excellent job <SEP> positive,inattentive valet staff <SEP> negative,Hotels,0
104,exceptionally professional friendly salesman <SEP> positive,helpful staff <SEP> positive,Automotive,0
105,enjoyable night out <SEP> positive,big screens <SEP> positive,Arts & Entertainment,0
106,friendly drivers <SEP> positive,poor business practice <SEP> negative,Automotive,0
107,no student discount <SEP> negative,poor management systems <SEP> negative,Arts & Entertainment,0
108,nicely located pools <SEP> positive,great view <SEP> positive,Hotels,0
109,bad experience <SEP> negative,worst vacuum <SEP> negative,Automotive,0
110,comfy couch <SEP> positive,comfy beds <SEP> positive,Hotels,0
111,refreshing experience <SEP> positive,great communication <SEP> positive,Automotive,0
112,wonderful dealer <SEP> positive,excellent customer service <SEP> positive,Automotive,0
113,very reasonable price <SEP> positive,extremely affordable <SEP> positive,Beauty & Spas,0
114,closed for remodel pool <SEP> negative,luxurious lodging <SEP> positive,Hotels,0
115,good condition home <SEP> negative,fun family entertainment <SEP> positive,Arts & Entertainment,0
116,lack of affordable parking <SEP> negative,poor tv reception <SEP> negative,Hotels,0
117,generous amenities <SEP> positive,horrible parking <SEP> negative,Hotels,0
118,nice environment <SEP> positive,multiple level parking <SEP> positive,Beauty & Spas,0
119,cold plunge pool <SEP> negative,very strong chemical smell <SEP> negative,Beauty & Spas,0
120,clean inside <SEP> positive,skilled performers <SEP> positive,Arts & Entertainment,0
121,plenty of reserved seating <SEP> positive,assigned seating <SEP> positive,Arts & Entertainment,1
122,positive experience overall <SEP> positive,gorgeous mountain views <SEP> positive,Hotels,0
123,hidden gem <SEP> positive,expensive parking <SEP> negative,Arts & Entertainment,0
124,honest customer service <SEP> positive,best customer <SEP> positive,Automotive,1
125,terrible terrible job <SEP> negative,impeccable customer service <SEP> positive,Automotive,0
126,rude restaurant service <SEP> negative,mixed clientele <SEP> negative,Hotels,0
127,timely everything <SEP> positive,very professional staff <SEP> positive,Beauty & Spas,0
128,completely charmed staff <SEP> positive,super accomadative staff <SEP> positive,Hotels,1
129,well done coffee <SEP> positive,great coffee recommendations <SEP> positive,Arts & Entertainment,0
130,very good work <SEP> positive,great communication <SEP> positive,Automotive,0
131,less thrilled attitudes <SEP> negative,family oriented place <SEP> positive,Hotels,0
132,exceptional salesman <SEP> positive,worst customer service <SEP> negative,Automotive,0
133,does staff <SEP> negative,horrible customer service <SEP> negative,Hotels,0
134,best customer experience <SEP> positive,beautiful car <SEP> positive,Automotive,0
135,clean hotel <SEP> positive,little privacy bathroom <SEP> negative,Hotels,0
136,dreading place <SEP> negative,family friendly place <SEP> positive,Hotels,0
137,always booked exchange resorts <SEP> negative,pricey valet parking <SEP> positive,Hotels,0
138,cool movies <SEP> positive,terrible venues <SEP> negative,Arts & Entertainment,0
139,was stylist <SEP> positive,fine customer service <SEP> positive,Beauty & Spas,0
140,enjoyed music selection <SEP> positive,cheap fun entertainment <SEP> positive,Arts & Entertainment,0
141,above and beyond staff <SEP> positive,extremely accommodating staff <SEP> positive,Hotels,1
142,outstanding tour guide <SEP> positive,friendly and attentive concessions <SEP> positive,Arts & Entertainment,0
143,really nice touch reclining chairs <SEP> positive,very comfortable seating <SEP> positive,Arts & Entertainment,0
144,one bedroom suite <SEP> positive,comfy chairs <SEP> positive,Hotels,0
145,very pleasant staff <SEP> positive,very attentive staff <SEP> positive,Hotels,1
146,super friendly staff <SEP> positive,friendly staff <SEP> positive,Hotels,1
147,free tire repair <SEP> positive,very competitive prices <SEP> positive,Automotive,0
148,worst front desk staff <SEP> negative,courteous front desk folks <SEP> positive,Hotels,0
149,legit beds <SEP> positive,little privacy bathroom <SEP> negative,Hotels,0
150,friendly and accommodating staff <SEP> positive,great customer <SEP> positive,Hotels,0
151,a bit dated property <SEP> negative,family oriented place <SEP> positive,Hotels,0
152,good clean hotel <SEP> positive,excellent massage <SEP> positive,Hotels,0
153,nice person <SEP> positive,friendly and professional front desk <SEP> positive,Beauty & Spas,0
154,amazing service manager <SEP> positive,top - notch service <SEP> positive,Automotive,1
155,outstanding customer <SEP> positive,friendly staff <SEP> positive,Beauty & Spas,0
156,enjoying craft <SEP> positive,great artistry <SEP> positive,Beauty & Spas,0
157,highlight sculpture display <SEP> negative,scenic vistas <SEP> positive,Arts & Entertainment,0
158,well known brand stores <SEP> positive,excellent customer service <SEP> positive,Beauty & Spas,0
159,good hotel <SEP> positive,gorgeous mountain views <SEP> positive,Hotels,0
160,empty hotel <SEP> negative,super comfortable beds <SEP> positive,Hotels,0
161,intuitive technician <SEP> negative,clean shop <SEP> positive,Beauty & Spas,0
162,love theater <SEP> positive,family - friendly park <SEP> positive,Arts & Entertainment,0
163,fantastic show <SEP> positive,engaging show <SEP> positive,Arts & Entertainment,1
164,gross place <SEP> negative,disastrous experience <SEP> negative,Arts & Entertainment,0
165,great for audio player <SEP> positive,scenic vistas <SEP> positive,Arts & Entertainment,0
166,perfection food <SEP> positive,very nice breakfast buffet <SEP> positive,Hotels,0
167,painless enjoyable process <SEP> positive,wasted time <SEP> negative,Automotive,0
168,fun cars <SEP> positive,professional environment <SEP> positive,Beauty & Spas,0
169,amazing venue <SEP> positive,scenic vistas <SEP> positive,Arts & Entertainment,0
170,great for drinks <SEP> positive,below quality beverages <SEP> negative,Arts & Entertainment,0
171,really sweet staff <SEP> positive,rude staff <SEP> negative,Beauty & Spas,0
172,killer technique <SEP> positive,friendly staff <SEP> positive,Beauty & Spas,0
173,jack a$$ rude server <SEP> negative,horrible customer service <SEP> negative,Arts & Entertainment,0
174,great go karting place <SEP> positive,great family outing <SEP> positive,Arts & Entertainment,0
175,insane amounts hairdresser <SEP> negative,super courteous staff <SEP> positive,Beauty & Spas,0
176,overprice but excellent job <SEP> positive,well staffed <SEP> positive,Hotels,0
177,good ballpark food <SEP> positive,great family fun <SEP> positive,Arts & Entertainment,0
178,lack of service <SEP> negative,worst service <SEP> negative,Automotive,1
179,gracious staff <SEP> positive,super accomadative staff <SEP> positive,Hotels,1
180,nice shampoo <SEP> positive,leaked room <SEP> negative,Hotels,0
181,fantastic customer service <SEP> positive,honest employees <SEP> positive,Automotive,0
182,great staffers <SEP> positive,sub par service <SEP> negative,Automotive,0
183,extremely friendly ladies <SEP> positive,efficient staff <SEP> positive,Hotels,0
184,impressed customer service <SEP> positive,outstanding customer service <SEP> positive,Automotive,1
185,very prompt & friendly service <SEP> positive,friendly and thorough gina <SEP> positive,Beauty & Spas,0
186,excellent customer service <SEP> positive,well staffed <SEP> positive,Hotels,0
187,clean inside <SEP> positive,terrific picture <SEP> positive,Arts & Entertainment,0
188,very friendly service <SEP> positive,above and beyond staff <SEP> positive,Hotels,0
189,alqays comfortable beds <SEP> positive,comfortable beds <SEP> positive,Hotels,1
190,funky little bar <SEP> positive,terrific picture <SEP> positive,Arts & Entertainment,0
191,well organized staff <SEP> positive,impeccable customer service <SEP> positive,Beauty & Spas,0
192,minimal requirements cleanliness <SEP> positive,clean everything <SEP> positive,Hotels,0
193,fresh everything <SEP> positive,great local coffee shop <SEP> positive,Arts & Entertainment,0
194,fairly treat <SEP> positive,fraudulent place <SEP> negative,Automotive,0
195,unfailingly polite staff <SEP> negative,efficient staff <SEP> positive,Hotels,0
196,very attentive servers <SEP> positive,amazing staff <SEP> positive,Hotels,0
197,best beds <SEP> positive,great and comfortable beds <SEP> positive,Hotels,1
198,knowledgeable staff <SEP> positive,friendly and attractive staff <SEP> positive,Arts & Entertainment,1
199,welcoming staff <SEP> positive,friendly and knowledgeable staff <SEP> positive,Beauty & Spas,1
200,very polite front door guy <SEP> positive,polite staff <SEP> positive,Automotive,0
201,incredibly dated building <SEP> negative,slippery stairs <SEP> negative,Hotels,0
202,breathtaking city view <SEP> positive,little privacy bathroom <SEP> negative,Hotels,0
203,enviable location <SEP> positive,family friendly place <SEP> positive,Hotels,0
204,great job <SEP> positive,good inexpensive food <SEP> positive,Arts & Entertainment,0
205,friendly employees <SEP> positive,helpful staff <SEP> positive,Automotive,0
206,best nail guy <SEP> positive,great pedicures <SEP> positive,Beauty & Spas,0
207,informative info <SEP> positive,great customer <SEP> positive,Hotels,0
208,very professionally run spa <SEP> negative,friendly staff <SEP> positive,Beauty & Spas,0
209,extremely helpful and friendly staff <SEP> positive,very attentive staff <SEP> positive,Hotels,1
210,cool party room <SEP> positive,fun music <SEP> positive,Arts & Entertainment,0
211,incredible nails <SEP> positive,outstanding deep tissue massage <SEP> positive,Beauty & Spas,0
212,awesome 80s music <SEP> positive,upbeat music <SEP> positive,Arts & Entertainment,1
213,horrible room cleaning <SEP> negative,clean hotel <SEP> positive,Hotels,0
214,great everyone <SEP> positive,terrible customer service <SEP> negative,Hotels,0
215,modest service <SEP> positive,outstanding service <SEP> positive,Automotive,1
216,beautifully decorated properties <SEP> positive,clean room <SEP> positive,Hotels,0
217,slow elevators <SEP> negative,very poor wifi <SEP> negative,Hotels,0
218,oversized chair <SEP> positive,super comfortable beds <SEP> positive,Hotels,0
219,great host <SEP> positive,friendly dealers <SEP> positive,Arts & Entertainment,0
220,annoyance service staff <SEP> negative,gracious and friendly staff <SEP> positive,Hotels,0
221,great features pool <SEP> positive,modern bathrooms <SEP> positive,Hotels,0
222,intuitive technician <SEP> negative,friendly and knowledgeable staff <SEP> positive,Beauty & Spas,0
223,good local spots <SEP> positive,a little outdated rooms <SEP> negative,Hotels,0
224,good people <SEP> positive,worst service <SEP> negative,Automotive,0
225,gorgeous corner room <SEP> positive,spacious rooms <SEP> positive,Hotels,0
226,very attentive servers <SEP> positive,helpful and caring staff <SEP> positive,Hotels,0
227,very happy customer <SEP> positive,friendly and thorough gina <SEP> positive,Beauty & Spas,0
228,rotten lake <SEP> negative,perfection cooked <SEP> positive,Hotels,0
229,very hard beds <SEP> negative,slippery stairs <SEP> negative,Hotels,0
230,wonderful family - run place <SEP> positive,great place <SEP> positive,Arts & Entertainment,1
231,second to none staff <SEP> positive,very attentive staff <SEP> positive,Hotels,1
232,very professional and friendly employees <SEP> positive,great customer <SEP> positive,Beauty & Spas,0
233,courteous everyone <SEP> positive,honest employees <SEP> positive,Automotive,0
234,super - nice king suite <SEP> positive,nice and updated style <SEP> positive,Hotels,0
235,very nice and staff <SEP> positive,great customer service <SEP> positive,Automotive,0
236,great place to spend the afternoon <SEP> positive,great place <SEP> positive,Arts & Entertainment,0
237,loved nails <SEP> positive,great pedicures <SEP> positive,Beauty & Spas,0
238,fun instructors <SEP> positive,uncaring staff <SEP> negative,Arts & Entertainment,0
239,full service bar <SEP> positive,great staff <SEP> positive,Arts & Entertainment,0
240,lovely staff <SEP> positive,exceptional customer service <SEP> positive,Hotels,0
241,cool dj <SEP> positive,slippery stairs <SEP> negative,Hotels,0
242,minimal requirements cleanliness <SEP> positive,excellent massage <SEP> positive,Hotels,0
243,always calm and accommodating rick <SEP> positive,fine customer service <SEP> positive,Beauty & Spas,0
244,horrible wireless connection <SEP> negative,great hiking location <SEP> positive,Hotels,0
245,really bad service <SEP> negative,horrible customer service <SEP> negative,Automotive,0
246,real talent <SEP> positive,close and easy parking <SEP> positive,Arts & Entertainment,0
247,high dollar figure <SEP> negative,reasonable pricing <SEP> positive,Beauty & Spas,0
248,attentive and friendly staff <SEP> positive,attentive staff <SEP> positive,Hotels,1
249,am not overly in love the <SEP> negative,attentive staff <SEP> positive,Hotels,0
250,pricey tickets <SEP> negative,surprisingly reasonable rates <SEP> positive,Hotels,0
251,great everyone <SEP> positive,gracious and friendly staff <SEP> positive,Hotels,0
252,friendly conversation <SEP> positive,nice and updated style <SEP> positive,Hotels,0
253,useless staff <SEP> negative,great customer <SEP> positive,Hotels,0
254,adequate space <SEP> positive,a little outdated rooms <SEP> negative,Hotels,0
255,outstanding customer <SEP> positive,subpar services <SEP> negative,Beauty & Spas,0
256,super friendly staff <SEP> positive,great service <SEP> positive,Beauty & Spas,0
257,professional sales rep <SEP> positive,good service <SEP> positive,Automotive,0
258,hilarious staff <SEP> positive,very professional staff <SEP> positive,Beauty & Spas,1
259,awful hotel <SEP> negative,nice and updated style <SEP> positive,Hotels,0
260,love show <SEP> positive,beautiful view <SEP> positive,Arts & Entertainment,0
261,see - through bathroom door <SEP> negative,worst experience <SEP> negative,Hotels,0
262,friendliness staff <SEP> positive,worst customer service <SEP> negative,Automotive,0
263,hidden gem place <SEP> positive,worst costumer <SEP> negative,Beauty & Spas,0
264,fine hotel <SEP> positive,flatscreen tvs <SEP> positive,Hotels,0
265,costs 20 bucks wifi <SEP> negative,painfully slow elevators <SEP> negative,Hotels,0
266,wonderful projections <SEP> positive,comfortable electric recliners <SEP> positive,Arts & Entertainment,0
267,clean designed store <SEP> positive,clean shop <SEP> positive,Beauty & Spas,0
268,amazing resort <SEP> positive,thoroughly enjoyed massage <SEP> positive,Beauty & Spas,0
269,great quality customer service <SEP> positive,impeccable customer service <SEP> positive,Automotive,1
270,recommend vegas moves <SEP> negative,worst car buying experience <SEP> negative,Automotive,0
271,beautiful lobby <SEP> positive,luxurious lodging <SEP> positive,Hotels,0
272,good tour guide <SEP> positive,friendly dealers <SEP> positive,Arts & Entertainment,0
273,poor service <SEP> negative,happy customer <SEP> positive,Automotive,0
274,decent sound <SEP> positive,very talented singers <SEP> positive,Arts & Entertainment,0
275,good transaction <SEP> positive,reasonably priced <SEP> positive,Automotive,0
276,pleasant guy <SEP> positive,excellent customer service <SEP> positive,Automotive,0
277,great bartenders <SEP> positive,well staffed <SEP> positive,Hotels,0
278,very professional and friendly employees <SEP> positive,friendly and thorough gina <SEP> positive,Beauty & Spas,0
279,116f temperature <SEP> negative,free parking <SEP> positive,Hotels,0
280,sweet guy <SEP> positive,friendly staff <SEP> positive,Beauty & Spas,0
281,fun staff <SEP> positive,great family run business <SEP> positive,Beauty & Spas,0
282,really happy staying <SEP> positive,huge bathtubs <SEP> positive,Hotels,0
283,really good stuff <SEP> positive,comfortable electric recliners <SEP> positive,Arts & Entertainment,0
284,semi loud neighbors <SEP> negative,nice rooms <SEP> positive,Hotels,0
285,a bit dated rooms <SEP> negative,spacious rooms <SEP> positive,Hotels,0
286,nice hot tub <SEP> negative,very nice breakfast buffet <SEP> positive,Hotels,0
287,very poor service department <SEP> negative,worst service <SEP> negative,Automotive,1
288,blissful spa <SEP> negative,nice rooms <SEP> positive,Hotels,0
289,love movie theater <SEP> positive,close and easy parking <SEP> positive,Arts & Entertainment,0
290,typical bar experience <SEP> positive,fun music <SEP> positive,Arts & Entertainment,0
291,great everyone <SEP> positive,courteous front desk folks <SEP> positive,Hotels,0
292,small apartment <SEP> negative,comfy chairs <SEP> positive,Hotels,0
293,always great holiday specials <SEP> positive,best pedicure <SEP> positive,Beauty & Spas,0
294,delicious popcorn <SEP> positive,great family outing <SEP> positive,Arts & Entertainment,0
295,well - kept rooms <SEP> positive,gorgeous mountain views <SEP> positive,Hotels,0
296,loud nascar event <SEP> negative,spacious rooms <SEP> positive,Hotels,0
297,40 minutes to make steak salad <SEP> negative,very fast wifi <SEP> positive,Hotels,0
298,super comforting jay <SEP> positive,best massage <SEP> positive,Beauty & Spas,0
299,very professional employees <SEP> positive,friendly and knowledgeable staff <SEP> positive,Beauty & Spas,0
300,amazing massage therapist <SEP> positive,very professional staff <SEP> positive,Beauty & Spas,0
301,sold out seats <SEP> negative,super comfortable seats <SEP> positive,Arts & Entertainment,0
302,extremely talented cast <SEP> positive,excellent service <SEP> positive,Arts & Entertainment,0
303,spacious rooms <SEP> positive,nice rooms <SEP> positive,Hotels,1
304,helpful desk staff <SEP> positive,gracious and friendly staff <SEP> positive,Hotels,1
305,very friendly and attentive employees <SEP> positive,friendly and attractive staff <SEP> positive,Arts & Entertainment,0
306,malfunctioning wifi <SEP> negative,uneven service <SEP> negative,Hotels,0
307,best piercings <SEP> positive,best massage <SEP> positive,Beauty & Spas,0
308,incredible massage therapist <SEP> positive,very professional staff <SEP> positive,Beauty & Spas,0
309,boarded up businesses <SEP> negative,very talented singers <SEP> positive,Arts & Entertainment,0
310,remembers last century style inside interior decoration <SEP> positive,love seats <SEP> positive,Arts & Entertainment,0
311,rude restaurant service <SEP> negative,uneven service <SEP> negative,Hotels,1
312,nicely located pools <SEP> positive,little privacy bathroom <SEP> negative,Hotels,0
313,wonderful romantic getaway <SEP> positive,slippery stairs <SEP> negative,Hotels,0
314,better price <SEP> negative,very competitive prices <SEP> positive,Automotive,0
315,better than service <SEP> positive,very attentive staff <SEP> positive,Hotels,0
316,disorganized nightmare valet parking <SEP> negative,attentive staff <SEP> positive,Hotels,0
317,good bar <SEP> positive,close and easy parking <SEP> positive,Arts & Entertainment,0
318,nice vip cabanas <SEP> positive,below quality beverages <SEP> negative,Arts & Entertainment,0
319,incompetent hotel managers <SEP> negative,attentive staff <SEP> positive,Hotels,0
320,best barber shop <SEP> positive,professional and friendly staff <SEP> positive,Beauty & Spas,0
321,awesome fate <SEP> positive,fun family entertainment <SEP> positive,Arts & Entertainment,0
322,super friendly and accommodating cleaning staff <SEP> positive,efficient staff <SEP> positive,Hotels,1
323,minimally luxurious room <SEP> positive,great setting <SEP> positive,Hotels,0
324,pricy parking <SEP> negative,flatscreen tvs <SEP> positive,Hotels,0
325,cool party room <SEP> positive,big screens <SEP> positive,Arts & Entertainment,0
326,fun cars <SEP> positive,clean facilities <SEP> positive,Automotive,0
327,high end hotel rooms <SEP> positive,ghetto accomadations <SEP> negative,Hotels,0
328,very great staff <SEP> positive,helpful staff <SEP> positive,Automotive,1
329,honest customer service <SEP> positive,loyal customer <SEP> positive,Automotive,1
330,favorite architect <SEP> positive,horrible customer service <SEP> negative,Arts & Entertainment,0
331,really great baseball dome <SEP> positive,cheap fun entertainment <SEP> positive,Arts & Entertainment,0
332,favorite bar <SEP> positive,great place <SEP> positive,Arts & Entertainment,0
333,memorable massage <SEP> positive,great conversationalist <SEP> positive,Beauty & Spas,0
334,amazing best experience <SEP> positive,worst carwash <SEP> negative,Automotive,0
335,prompt doormen <SEP> positive,well staffed <SEP> positive,Hotels,0
336,beautiful views <SEP> positive,nice and updated style <SEP> positive,Hotels,0
337,intuitive technician <SEP> negative,friendly and thorough gina <SEP> positive,Beauty & Spas,0
338,horrible wireless connection <SEP> negative,little privacy bathroom <SEP> negative,Hotels,0
339,amazing amanda <SEP> positive,amazing stylist <SEP> positive,Beauty & Spas,0
340,ridiculous coffee bar <SEP> negative,broken pool fountains <SEP> negative,Hotels,0
341,horrible staff <SEP> negative,gracious and friendly staff <SEP> positive,Hotels,0
342,ridiculous seating <SEP> negative,assigned seating <SEP> positive,Arts & Entertainment,0
343,mixed clientele <SEP> positive,horrible customer service <SEP> negative,Arts & Entertainment,0
344,pretty cool place <SEP> positive,free parking <SEP> positive,Hotels,0
345,cutest decorations <SEP> positive,filthy dirty theatre <SEP> negative,Arts & Entertainment,0
346,very pleasant staffs <SEP> positive,friendly and professional front desk <SEP> positive,Beauty & Spas,0
347,tiring lines <SEP> negative,worst service <SEP> negative,Automotive,0
348,really good stuff <SEP> positive,scenic vistas <SEP> positive,Arts & Entertainment,0
349,blackened hands <SEP> negative,great coffee recommendations <SEP> positive,Arts & Entertainment,0
350,awesome katina doll collection <SEP> positive,good inexpensive food <SEP> positive,Arts & Entertainment,0
351,smoothly pick <SEP> positive,poor effort <SEP> negative,Automotive,0
352,very nice owner <SEP> positive,amazing stylist <SEP> positive,Beauty & Spas,0
353,pretty great wild berry lemon gelato <SEP> positive,great coffee recommendations <SEP> positive,Arts & Entertainment,0
354,easy parking <SEP> positive,big screens <SEP> positive,Arts & Entertainment,0
355,best value for the money <SEP> positive,surprisingly reasonable rates <SEP> positive,Hotels,0
356,smooth experience <SEP> positive,beautiful car <SEP> positive,Automotive,0
357,super helpful owner <SEP> positive,friendly staff <SEP> positive,Beauty & Spas,0
358,very friendly and professional staff <SEP> positive,super courteous staff <SEP> positive,Hotels,1
359,positive experiences <SEP> positive,beautiful car <SEP> positive,Automotive,0
360,great hotel rooftop pool <SEP> positive,great hiking location <SEP> positive,Hotels,0
