,comment,keypoint,domain,label
33,incredible cable <SEP> positive,very comfortable rooms <SEP> positive,Hotels,0
34,very spacious rooms <SEP> positive,outdated carpet <SEP> negative,Hotels,0
35,pretty dope music <SEP> negative,luxurious lodging <SEP> positive,Hotels,0
36,very comfortable rooms <SEP> positive,horrible parking <SEP> negative,Hotels,0
37,disappointing stay <SEP> negative,heavily congested elevators <SEP> negative,Hotels,0
38,incredibly friendly staff <SEP> positive,friendly and attentive management <SEP> positive,Hotels,0
39,completely happy with stay <SEP> positive,great cleaning staff <SEP> positive,Hotels,0
40,exceptional employee <SEP> positive,very attentive staff <SEP> positive,Hotels,0
41,outdoor shower <SEP> negative,a little outdated rooms <SEP> negative,Hotels,0
42,great amenities <SEP> positive,slippery stairs <SEP> negative,Hotels,0
43,ping pong pool tables <SEP> positive,comfy chairs <SEP> positive,Hotels,0
44,minimally luxurious room <SEP> positive,poor tv reception <SEP> negative,Hotels,0
45,fast internet speed <SEP> positive,very poor wifi <SEP> negative,Hotels,0
46,very funny waitress <SEP> negative,extremely accommodating staff <SEP> positive,Hotels,0
47,overprice but excellent job <SEP> positive,inattentive valet staff <SEP> negative,Hotels,0
48,nicely located pools <SEP> positive,great view <SEP> positive,Hotels,0
49,comfy couch <SEP> positive,comfy beds <SEP> positive,Hotels,0
50,closed for remodel pool <SEP> negative,luxurious lodging <SEP> positive,Hotels,0
51,lack of affordable parking <SEP> negative,poor tv reception <SEP> negative,Hotels,0
52,generous amenities <SEP> positive,horrible parking <SEP> negative,Hotels,0
53,positive experience overall <SEP> positive,gorgeous mountain views <SEP> positive,Hotels,0
54,rude restaurant service <SEP> negative,mixed clientele <SEP> negative,Hotels,0
55,completely charmed staff <SEP> positive,super accomadative staff <SEP> positive,Hotels,1
56,less thrilled attitudes <SEP> negative,family oriented place <SEP> positive,Hotels,0
57,does staff <SEP> negative,horrible customer service <SEP> negative,Hotels,0
58,clean hotel <SEP> positive,little privacy bathroom <SEP> negative,Hotels,0
59,dreading place <SEP> negative,family friendly place <SEP> positive,Hotels,0
60,always booked exchange resorts <SEP> negative,pricey valet parking <SEP> positive,Hotels,0
61,above and beyond staff <SEP> positive,extremely accommodating staff <SEP> positive,Hotels,1
62,one bedroom suite <SEP> positive,comfy chairs <SEP> positive,Hotels,0
63,very pleasant staff <SEP> positive,very attentive staff <SEP> positive,Hotels,1
64,super friendly staff <SEP> positive,friendly staff <SEP> positive,Hotels,1
65,worst front desk staff <SEP> negative,courteous front desk folks <SEP> positive,Hotels,0
66,legit beds <SEP> positive,little privacy bathroom <SEP> negative,Hotels,0
67,friendly and accommodating staff <SEP> positive,great customer <SEP> positive,Hotels,0
68,a bit dated property <SEP> negative,family oriented place <SEP> positive,Hotels,0
69,good clean hotel <SEP> positive,excellent massage <SEP> positive,Hotels,0
70,good hotel <SEP> positive,gorgeous mountain views <SEP> positive,Hotels,0
71,empty hotel <SEP> negative,super comfortable beds <SEP> positive,Hotels,0
72,perfection food <SEP> positive,very nice breakfast buffet <SEP> positive,Hotels,0
73,overprice but excellent job <SEP> positive,well staffed <SEP> positive,Hotels,0
74,gracious staff <SEP> positive,super accomadative staff <SEP> positive,Hotels,1
75,nice shampoo <SEP> positive,leaked room <SEP> negative,Hotels,0
76,extremely friendly ladies <SEP> positive,efficient staff <SEP> positive,Hotels,0
77,excellent customer service <SEP> positive,well staffed <SEP> positive,Hotels,0
78,very friendly service <SEP> positive,above and beyond staff <SEP> positive,Hotels,0
79,alqays comfortable beds <SEP> positive,comfortable beds <SEP> positive,Hotels,1
80,minimal requirements cleanliness <SEP> positive,clean everything <SEP> positive,Hotels,0
81,unfailingly polite staff <SEP> negative,efficient staff <SEP> positive,Hotels,0
82,very attentive servers <SEP> positive,amazing staff <SEP> positive,Hotels,0
83,best beds <SEP> positive,great and comfortable beds <SEP> positive,Hotels,1
84,incredibly dated building <SEP> negative,slippery stairs <SEP> negative,Hotels,0
85,breathtaking city view <SEP> positive,little privacy bathroom <SEP> negative,Hotels,0
86,enviable location <SEP> positive,family friendly place <SEP> positive,Hotels,0
87,informative info <SEP> positive,great customer <SEP> positive,Hotels,0
88,extremely helpful and friendly staff <SEP> positive,very attentive staff <SEP> positive,Hotels,1
89,horrible room cleaning <SEP> negative,clean hotel <SEP> positive,Hotels,0
90,great everyone <SEP> positive,terrible customer service <SEP> negative,Hotels,0
91,beautifully decorated properties <SEP> positive,clean room <SEP> positive,Hotels,0
92,slow elevators <SEP> negative,very poor wifi <SEP> negative,Hotels,0
93,oversized chair <SEP> positive,super comfortable beds <SEP> positive,Hotels,0
94,annoyance service staff <SEP> negative,gracious and friendly staff <SEP> positive,Hotels,0
95,great features pool <SEP> positive,modern bathrooms <SEP> positive,Hotels,0
96,good local spots <SEP> positive,a little outdated rooms <SEP> negative,Hotels,0
97,gorgeous corner room <SEP> positive,spacious rooms <SEP> positive,Hotels,0
98,very attentive servers <SEP> positive,helpful and caring staff <SEP> positive,Hotels,0
99,rotten lake <SEP> negative,perfection cooked <SEP> positive,Hotels,0
100,very hard beds <SEP> negative,slippery stairs <SEP> negative,Hotels,0
101,second to none staff <SEP> positive,very attentive staff <SEP> positive,Hotels,1
102,super - nice king suite <SEP> positive,nice and updated style <SEP> positive,Hotels,0
103,lovely staff <SEP> positive,exceptional customer service <SEP> positive,Hotels,0
104,cool dj <SEP> positive,slippery stairs <SEP> negative,Hotels,0
105,minimal requirements cleanliness <SEP> positive,excellent massage <SEP> positive,Hotels,0
106,horrible wireless connection <SEP> negative,great hiking location <SEP> positive,Hotels,0
107,attentive and friendly staff <SEP> positive,attentive staff <SEP> positive,Hotels,1
108,am not overly in love the <SEP> negative,attentive staff <SEP> positive,Hotels,0
109,pricey tickets <SEP> negative,surprisingly reasonable rates <SEP> positive,Hotels,0
110,great everyone <SEP> positive,gracious and friendly staff <SEP> positive,Hotels,0
111,friendly conversation <SEP> positive,nice and updated style <SEP> positive,Hotels,0
112,useless staff <SEP> negative,great customer <SEP> positive,Hotels,0
113,adequate space <SEP> positive,a little outdated rooms <SEP> negative,Hotels,0
114,awful hotel <SEP> negative,nice and updated style <SEP> positive,Hotels,0
115,see - through bathroom door <SEP> negative,worst experience <SEP> negative,Hotels,0
116,fine hotel <SEP> positive,flatscreen tvs <SEP> positive,Hotels,0
117,costs 20 bucks wifi <SEP> negative,painfully slow elevators <SEP> negative,Hotels,0
118,beautiful lobby <SEP> positive,luxurious lodging <SEP> positive,Hotels,0
119,great bartenders <SEP> positive,well staffed <SEP> positive,Hotels,0
120,116f temperature <SEP> negative,free parking <SEP> positive,Hotels,0
121,really happy staying <SEP> positive,huge bathtubs <SEP> positive,Hotels,0
122,semi loud neighbors <SEP> negative,nice rooms <SEP> positive,Hotels,0
123,a bit dated rooms <SEP> negative,spacious rooms <SEP> positive,Hotels,0
124,nice hot tub <SEP> negative,very nice breakfast buffet <SEP> positive,Hotels,0
125,blissful spa <SEP> negative,nice rooms <SEP> positive,Hotels,0
126,great everyone <SEP> positive,courteous front desk folks <SEP> positive,Hotels,0
127,small apartment <SEP> negative,comfy chairs <SEP> positive,Hotels,0
128,well - kept rooms <SEP> positive,gorgeous mountain views <SEP> positive,Hotels,0
129,loud nascar event <SEP> negative,spacious rooms <SEP> positive,Hotels,0
130,40 minutes to make steak salad <SEP> negative,very fast wifi <SEP> positive,Hotels,0
131,spacious rooms <SEP> positive,nice rooms <SEP> positive,Hotels,1
132,helpful desk staff <SEP> positive,gracious and friendly staff <SEP> positive,Hotels,1
133,malfunctioning wifi <SEP> negative,uneven service <SEP> negative,Hotels,0
134,rude restaurant service <SEP> negative,uneven service <SEP> negative,Hotels,1
135,nicely located pools <SEP> positive,little privacy bathroom <SEP> negative,Hotels,0
136,wonderful romantic getaway <SEP> positive,slippery stairs <SEP> negative,Hotels,0
137,better than service <SEP> positive,very attentive staff <SEP> positive,Hotels,0
138,disorganized nightmare valet parking <SEP> negative,attentive staff <SEP> positive,Hotels,0
139,incompetent hotel managers <SEP> negative,attentive staff <SEP> positive,Hotels,0
140,super friendly and accommodating cleaning staff <SEP> positive,efficient staff <SEP> positive,Hotels,1
141,minimally luxurious room <SEP> positive,great setting <SEP> positive,Hotels,0
142,pricy parking <SEP> negative,flatscreen tvs <SEP> positive,Hotels,0
143,high end hotel rooms <SEP> positive,ghetto accomadations <SEP> negative,Hotels,0
144,prompt doormen <SEP> positive,well staffed <SEP> positive,Hotels,0
145,beautiful views <SEP> positive,nice and updated style <SEP> positive,Hotels,0
146,horrible wireless connection <SEP> negative,little privacy bathroom <SEP> negative,Hotels,0
147,ridiculous coffee bar <SEP> negative,broken pool fountains <SEP> negative,Hotels,0
148,horrible staff <SEP> negative,gracious and friendly staff <SEP> positive,Hotels,0
149,pretty cool place <SEP> positive,free parking <SEP> positive,Hotels,0
150,best value for the money <SEP> positive,surprisingly reasonable rates <SEP> positive,Hotels,0
151,very friendly and professional staff <SEP> positive,super courteous staff <SEP> positive,Hotels,1
152,great hotel rooftop pool <SEP> positive,great hiking location <SEP> positive,Hotels,0
153,pretty pricey drinks <SEP> negative,too expensive restaurant <SEP> negative,Hotels,0
154,great deal <SEP> positive,too expensive restaurant <SEP> negative,Hotels,0
155,lovely decor <SEP> positive,accessible parking <SEP> positive,Hotels,0
156,relaxing luscious <SEP> positive,huge bathtubs <SEP> positive,Hotels,0
157,extremely staff <SEP> positive,extremely accommodating staff <SEP> positive,Hotels,1
158,great embassy suites <SEP> positive,modern bathrooms <SEP> positive,Hotels,0
159,did room <SEP> negative,over rated park <SEP> negative,Hotels,0
160,nice surrounding area <SEP> positive,gorgeous mountain views <SEP> positive,Hotels,0
161,early check <SEP> positive,painfully slow elevators <SEP> negative,Hotels,0
162,wonderful hotel staff <SEP> positive,above and beyond staff <SEP> positive,Hotels,1
163,inviting staff <SEP> positive,attentive staff <SEP> positive,Hotels,1
164,very comfortable rooms <SEP> positive,great view <SEP> positive,Hotels,0
165,really great and friendly service <SEP> positive,friendly and attentive management <SEP> positive,Hotels,0
166,enjoy place <SEP> positive,family oriented place <SEP> positive,Hotels,1
167,rude front <SEP> negative,attentive staff <SEP> positive,Hotels,0
168,very kind people <SEP> positive,well staffed <SEP> positive,Hotels,0
169,breathtaking city view <SEP> positive,great hiking location <SEP> positive,Hotels,0
170,rude lady <SEP> negative,super courteous staff <SEP> positive,Hotels,0
171,very friendly staff <SEP> positive,helpful and caring staff <SEP> positive,Hotels,1
172,great place for a <SEP> positive,family friendly place <SEP> positive,Hotels,0
173,rude front <SEP> negative,amazing staff <SEP> positive,Hotels,0
174,super friendly staff <SEP> positive,very attentive staff <SEP> positive,Hotels,1
175,pretty dope music <SEP> negative,huge bathtubs <SEP> positive,Hotels,0
176,nice people <SEP> positive,amazing staff <SEP> positive,Hotels,0
177,friendly bartenders <SEP> positive,attentive staff <SEP> positive,Hotels,0
178,courteous and friendly hotel staff <SEP> positive,caring folks <SEP> positive,Hotels,0
179,very accommodative front <SEP> positive,gracious and friendly staff <SEP> positive,Hotels,0
180,incredibly friendly staff <SEP> positive,super courteous staff <SEP> positive,Hotels,1
181,small marketing fee <SEP> negative,heavily congested elevators <SEP> negative,Hotels,0
182,very nice everyone <SEP> positive,great customer <SEP> positive,Hotels,0
183,decent nights rest <SEP> negative,ghetto accomadations <SEP> negative,Hotels,0
184,great set up <SEP> positive,clean bathrooms <SEP> positive,Hotels,0
185,awful traffic <SEP> negative,accessible parking <SEP> positive,Hotels,0
186,positive experience overall <SEP> positive,excellent massage <SEP> positive,Hotels,0
187,mild inconvenience internet <SEP> negative,friendly and helpful staff <SEP> positive,Hotels,0
188,nice staff <SEP> positive,great customer service <SEP> positive,Hotels,0
189,well accomodated <SEP> positive,courteous front desk folks <SEP> positive,Hotels,0
190,horrible customer service <SEP> negative,attentive staff <SEP> positive,Hotels,0
191,fairly nice rooms <SEP> positive,clean bathrooms <SEP> positive,Hotels,0
192,great bartender <SEP> positive,amazing staff <SEP> positive,Hotels,0
193,very helpful staff <SEP> positive,very attentive staff <SEP> positive,Hotels,1
194,hot complimentary breakfast every <SEP> positive,a bit breakfast <SEP> negative,Hotels,0
195,great for place <SEP> positive,family friendly place <SEP> positive,Hotels,1
196,better room service <SEP> positive,well staffed <SEP> positive,Hotels,0
197,5 star resort <SEP> positive,over rated park <SEP> negative,Hotels,0
198,very pleasant and helpful hotel staff <SEP> positive,amazing staff <SEP> positive,Hotels,1
199,fake crowd sounds <SEP> negative,flatscreen tvs <SEP> positive,Hotels,0
200,good presentation <SEP> positive,over rated park <SEP> negative,Hotels,0
201,good value <SEP> positive,surprisingly reasonable rates <SEP> positive,Hotels,0
202,prompt doormen <SEP> positive,inattentive valet staff <SEP> negative,Hotels,0
203,incompetency rudeness <SEP> negative,poor freaking customer service <SEP> negative,Hotels,0
204,closed pools <SEP> negative,flatscreen tvs <SEP> positive,Hotels,0
205,awful hotel <SEP> negative,very dated furniture <SEP> negative,Hotels,0
206,amazing stay <SEP> positive,very fast wifi <SEP> positive,Hotels,0
207,active nightlife <SEP> negative,spotless room <SEP> positive,Hotels,0
208,accomodated units <SEP> positive,exceptional customer service <SEP> positive,Hotels,0
209,horrible customer service <SEP> negative,mixed clientele <SEP> negative,Hotels,0
210,malfunctioning wifi <SEP> negative,friendly and attentive management <SEP> positive,Hotels,0
211,low quality pillows <SEP> negative,kept clean washrooms <SEP> positive,Hotels,0
212,300 years old hotel <SEP> negative,nice rooms <SEP> positive,Hotels,0
213,awful traffic <SEP> negative,very dated furniture <SEP> negative,Hotels,0
214,great valet parking <SEP> positive,free parking <SEP> positive,Hotels,1
215,well trained staff <SEP> positive,gracious and friendly staff <SEP> positive,Hotels,1
216,did heater <SEP> negative,clean room <SEP> positive,Hotels,0
217,misrepresented gifts <SEP> negative,poor freaking customer service <SEP> negative,Hotels,0
218,disgruntled and staff <SEP> negative,well staffed <SEP> positive,Hotels,0
219,horrible customer service <SEP> negative,great customer service <SEP> positive,Hotels,0
220,nicely located hotel <SEP> positive,horrible parking <SEP> negative,Hotels,0
221,fine price <SEP> positive,surprisingly reasonable rates <SEP> positive,Hotels,0
222,generally good experience <SEP> positive,great view <SEP> positive,Hotels,0
223,earful tour guide <SEP> negative,worst customer service experience <SEP> negative,Hotels,0
224,prefer room service <SEP> positive,friendly staff <SEP> positive,Hotels,0
225,very helpful staff <SEP> positive,horrible customer service <SEP> negative,Hotels,0
226,lovely decor <SEP> positive,flatscreen tvs <SEP> positive,Hotels,0
227,available staff <SEP> positive,extremely accommodating staff <SEP> positive,Hotels,1
228,suckssssss parking <SEP> negative,worst experience <SEP> negative,Hotels,0
229,lack of parking <SEP> negative,horrible parking <SEP> negative,Hotels,1
230,pleasant staff <SEP> positive,amazing staff <SEP> positive,Hotels,1
231,absurdly overpriced amenities <SEP> negative,inattentive valet staff <SEP> negative,Hotels,0
232,messed up order <SEP> negative,very attentive staff <SEP> positive,Hotels,0
233,no coffee maker <SEP> negative,broken pool fountains <SEP> negative,Hotels,0
234,super - nice king suite <SEP> positive,slippery stairs <SEP> negative,Hotels,0
235,  close parking garage <SEP> positive,great view <SEP> positive,Hotels,0
236,nice lobby area <SEP> positive,clean comfortable rooms <SEP> positive,Hotels,0
237,very spacious rooms <SEP> positive,clean hotel <SEP> positive,Hotels,0
238,horrible customer service <SEP> negative,friendly staff <SEP> positive,Hotels,0
239,terrific adult pool service <SEP> positive,amazing staff <SEP> positive,Hotels,0
240,amazing hotel <SEP> positive,clean hotel <SEP> positive,Hotels,1
241,spacious resort <SEP> positive,horrible parking <SEP> negative,Hotels,0
242,fun place <SEP> negative,little privacy bathroom <SEP> negative,Hotels,0
243,loud nascar event <SEP> negative,accessible parking <SEP> positive,Hotels,0
244,pleasant staff <SEP> positive,friendly staff <SEP> positive,Hotels,1
245,beyond accommodating staff <SEP> positive,terrible customer service <SEP> negative,Hotels,0
246,kudos staff <SEP> positive,helpful and caring staff <SEP> positive,Hotels,1
247,very stable staff <SEP> positive,friendly staff <SEP> positive,Hotels,1
248,long table <SEP> negative,comfortable beds <SEP> positive,Hotels,0
249,wonderful hotel staff <SEP> positive,very attentive staff <SEP> positive,Hotels,1
250,interesting facts <SEP> positive,horrible parking <SEP> negative,Hotels,0
251,helpful everyone <SEP> positive,friendly staff <SEP> positive,Hotels,0
252,excellent lobby staff <SEP> positive,accessible parking <SEP> positive,Hotels,0
253,always happy and helpful employee <SEP> positive,above and beyond staff <SEP> positive,Hotels,0
254,nice samsung tv <SEP> positive,spotless room <SEP> positive,Hotels,0
255,affordable price <SEP> positive,surprisingly reasonable rates <SEP> positive,Hotels,0
256,excellent service staff <SEP> positive,helpful and caring staff <SEP> positive,Hotels,1
257,extremely accommodating staff <SEP> positive,friendly staff <SEP> positive,Hotels,1
258,beyond filthy windows <SEP> negative,very comfortable rooms <SEP> positive,Hotels,0
259,did heater <SEP> negative,free parking <SEP> positive,Hotels,0
260,pretty cool pool area <SEP> positive,clean hotel <SEP> positive,Hotels,0
261,great about changing staff <SEP> positive,helpful and caring staff <SEP> positive,Hotels,1
262,friendly bartenders <SEP> positive,extremely accommodating staff <SEP> positive,Hotels,0
263,quite sanctuary <SEP> positive,spacious rooms <SEP> positive,Hotels,0
264,cool polo towers <SEP> positive,spacious rooms <SEP> positive,Hotels,0
265,huge place <SEP> positive,comfy beds <SEP> positive,Hotels,0
266,spotty wifi <SEP> negative,heavily congested elevators <SEP> negative,Hotels,0
267,so helpful everyone <SEP> positive,above and beyond staff <SEP> positive,Hotels,0
268,late check <SEP> negative,heavily congested elevators <SEP> negative,Hotels,0
269,informative info <SEP> positive,friendly and attentive management <SEP> positive,Hotels,0
270,300 years old hotel <SEP> negative,great view <SEP> positive,Hotels,0
271,dirty pillows <SEP> negative,very nice breakfast buffet <SEP> positive,Hotels,0
272,best facials <SEP> positive,a bit breakfast <SEP> negative,Hotels,0
273,vintage style decor in <SEP> positive,nice rooms <SEP> positive,Hotels,0
274,absolutely great place to stay <SEP> positive,over rated park <SEP> negative,Hotels,0
275,super wonderful room <SEP> positive,great hiking location <SEP> positive,Hotels,0
276,great spa attendant <SEP> positive,great and comfortable beds <SEP> positive,Hotels,0
277,friendly staff <SEP> positive,attentive staff <SEP> positive,Hotels,1
278,super friendly girl <SEP> positive,worst customer service experience <SEP> negative,Hotels,0
279,affordable price <SEP> positive,pricey valet parking <SEP> positive,Hotels,0
280,helpful nice staff <SEP> positive,extremely accommodating staff <SEP> positive,Hotels,1
281,pretty cool place <SEP> positive,flatscreen tvs <SEP> positive,Hotels,0
282,friendly customer service <SEP> positive,exceptional customer service <SEP> positive,Hotels,1
283,really nice staff <SEP> positive,friendly and helpful staff <SEP> positive,Hotels,1
284,very kind people <SEP> positive,super courteous staff <SEP> positive,Hotels,0
285,great about changing staff <SEP> positive,friendly and helpful staff <SEP> positive,Hotels,1
286,always friendly employees <SEP> positive,uneven service <SEP> negative,Hotels,0
287,very nice bathroom <SEP> positive,huge bathtubs <SEP> positive,Hotels,0
288,am not overly in love the <SEP> negative,super accomadative staff <SEP> positive,Hotels,0
289,great lunch <SEP> positive,perfection cooked <SEP> positive,Hotels,0
290,delicious wings <SEP> positive,modern bathrooms <SEP> positive,Hotels,0
291,always pleasant and helpful amanda <SEP> positive,well staffed <SEP> positive,Hotels,0
292,fake crowd sounds <SEP> negative,nice and updated style <SEP> positive,Hotels,0
293,very nice bathroom <SEP> positive,slippery stairs <SEP> negative,Hotels,0
294,slow and bad service <SEP> negative,very poor wifi <SEP> negative,Hotels,0
295,very comfortable king bed <SEP> positive,understaffed front desk <SEP> negative,Hotels,0
296,better mattress <SEP> negative,luxurious lodging <SEP> positive,Hotels,0
297,super - nice king suite <SEP> positive,spacious rooms <SEP> positive,Hotels,0
298,breathtaking city view <SEP> positive,clean hotel <SEP> positive,Hotels,0
299,prompt doormen <SEP> positive,super accomadative staff <SEP> positive,Hotels,0
300,amazing staff <SEP> positive,gracious and friendly staff <SEP> positive,Hotels,1
301,best bartender <SEP> positive,great customer service <SEP> positive,Hotels,0
302,good customer <SEP> positive,terrible customer service <SEP> negative,Hotels,0
303,enjoy restaurant <SEP> positive,family friendly place <SEP> positive,Hotels,0
304,116f temperature <SEP> negative,luxurious lodging <SEP> positive,Hotels,0
305,fine hotel room <SEP> positive,clean comfortable rooms <SEP> positive,Hotels,0
306,really friendly employees <SEP> positive,friendly staff <SEP> positive,Hotels,0
307,non - existent customer service <SEP> negative,attentive staff <SEP> positive,Hotels,0
308,bad service <SEP> negative,worst customer service experience <SEP> negative,Hotels,0
309,very professional and helpful staff <SEP> positive,great cleaning staff <SEP> positive,Hotels,0
310,very weak internet connection sign <SEP> negative,convenient for apex convention attendees <SEP> positive,Hotels,0
311,huge tub living room area <SEP> positive,accessible parking <SEP> positive,Hotels,0
312,serene gardens <SEP> positive,great setting <SEP> positive,Hotels,0
313,excellent service <SEP> positive,extremely accommodating staff <SEP> positive,Hotels,0
314,lovely view <SEP> positive,slippery stairs <SEP> negative,Hotels,0
315,super friendly and accomodating staff <SEP> positive,worst customer service experience <SEP> negative,Hotels,0
316,enjoy slides <SEP> positive,ghetto accomadations <SEP> negative,Hotels,0
317,misrepresented gifts <SEP> negative,above and beyond staff <SEP> positive,Hotels,0
318,gorgeous corner room <SEP> positive,horrible parking <SEP> negative,Hotels,0
319,not the most welcoming hotel <SEP> negative,clean comfortable rooms <SEP> positive,Hotels,0
320,terrific adult pool service <SEP> positive,poor at best service <SEP> negative,Hotels,0
321,disgruntled and staff <SEP> negative,friendly staff <SEP> positive,Hotels,0
322,rude restaurant service <SEP> negative,super accomadative staff <SEP> positive,Hotels,0
323,available staff <SEP> positive,super courteous staff <SEP> positive,Hotels,1
324,lovely winter sun <SEP> positive,horrible parking <SEP> negative,Hotels,0
325,really great and friendly service <SEP> positive,efficient staff <SEP> positive,Hotels,0
326,disorganized nightmare valet parking <SEP> negative,very attentive staff <SEP> positive,Hotels,0
327,spectacular food <SEP> positive,very nice breakfast buffet <SEP> positive,Hotels,0
328,great bartenders <SEP> positive,worst customer service experience <SEP> negative,Hotels,0
329,interesting facts <SEP> positive,gorgeous mountain views <SEP> positive,Hotels,0
330,unfailingly polite staff <SEP> negative,super accomadative staff <SEP> positive,Hotels,0
331,nothing cleaned beds <SEP> negative,flatscreen tvs <SEP> positive,Hotels,0
332,spacious resort <SEP> positive,clean comfortable rooms <SEP> positive,Hotels,0
333,helpful nice staff <SEP> positive,helpful and caring staff <SEP> positive,Hotels,1
334,beautiful patio area <SEP> positive,great and comfortable beds <SEP> positive,Hotels,0
335,annoyance service staff <SEP> negative,terrible customer service <SEP> negative,Hotels,0
336,nice samsung tv <SEP> positive,spacious rooms <SEP> positive,Hotels,0
337,rude lady <SEP> negative,friendly staff <SEP> positive,Hotels,0
338,cheaper parking garages <SEP> positive,free parking <SEP> positive,Hotels,1
339,clean sheets <SEP> positive,clean everything <SEP> positive,Hotels,0
340,wonderful romantic getaway <SEP> positive,accessible parking <SEP> positive,Hotels,0
341,service minded attitude <SEP> positive,great customer service <SEP> positive,Hotels,0
342,cool bathroom <SEP> positive,clean comfortable rooms <SEP> positive,Hotels,0
343,enjoyed room <SEP> positive,modern bathrooms <SEP> positive,Hotels,0
344,lovely decor <SEP> positive,a little outdated rooms <SEP> negative,Hotels,0
345,clean hotel <SEP> positive,nice and updated style <SEP> positive,Hotels,0
346,pricy parking <SEP> negative,free parking <SEP> positive,Hotels,0
347,super friendly and accommodating cleaning staff <SEP> positive,helpful and caring staff <SEP> positive,Hotels,1
348,great hotel rooftop pool <SEP> positive,flatscreen tvs <SEP> positive,Hotels,0
349,beautiful lobby <SEP> positive,very dated furniture <SEP> negative,Hotels,0
350,very nice bathroom <SEP> positive,great for business travel <SEP> positive,Hotels,0
351,awesome food <SEP> positive,a bit breakfast <SEP> negative,Hotels,0
352,non - existent customer service <SEP> negative,extremely accommodating staff <SEP> positive,Hotels,0
353,very expensive hotel park <SEP> negative,clean bathrooms <SEP> positive,Hotels,0
354,unprofessional valet crew <SEP> negative,well staffed <SEP> positive,Hotels,0
355,excellent lobby staff <SEP> positive,free parking <SEP> positive,Hotels,0
356,outdoor shower <SEP> negative,excellent resort <SEP> positive,Hotels,0
357,unapologetic staff <SEP> negative,poor freaking customer service <SEP> negative,Hotels,0
358,never stay <SEP> positive,heavily congested elevators <SEP> negative,Hotels,0
359,quick service <SEP> positive,very fast wifi <SEP> positive,Hotels,0
360,grumpy staff <SEP> negative,great cleaning staff <SEP> positive,Hotels,0
361,huge tub living room area <SEP> positive,excellent massage <SEP> positive,Hotels,0
362,steep valet parking <SEP> negative,poor tv reception <SEP> negative,Hotels,0
363,best coffee <SEP> positive,leaked room <SEP> negative,Hotels,0
364,nightmare parking <SEP> negative,clean hotel <SEP> positive,Hotels,0
365,no reliable wifi <SEP> negative,painfully slow elevators <SEP> negative,Hotels,0
366,great about changing staff <SEP> positive,attentive staff <SEP> positive,Hotels,1
367,soooo good restaurant <SEP> positive,perfection cooked <SEP> positive,Hotels,0
368,huge suite <SEP> positive,comfy chairs <SEP> positive,Hotels,0
369,lovely moroccan decor <SEP> positive,outdated carpet <SEP> negative,Hotels,0
370,  close parking garage <SEP> positive,outdated carpet <SEP> negative,Hotels,0
371,friendly guide <SEP> positive,above and beyond staff <SEP> positive,Hotels,0
